Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\temporal22_#010.dat
Data.................: 31/01/2005
Hora.................: 15:24:26
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
24.56	24.74	24.18	24.00	24.71	30.89	25.68	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.4549E-004	         2.7290E-005	         1.4803E-004	         7.3176E-007	         5.3427E-007	         8.0749E-007	         1.9062E+002
 2	        -6.2483E-004	         1.2823E-003	         1.4273E-003	         4.9501E-004	         1.0198E-003	         1.0191E-004	         1.4799E+002
 3	        -9.8843E-002	        -5.6176E-001	         5.7043E-001	         9.0550E-002	         5.1285E-001	         6.7337E-003	         2.6674E+001
 4	         3.8352E+000	         1.1475E+001	         1.2121E+001	         3.8978E+000	         1.1218E+001	         1.7739E+000	         1.7880E+001
 5	         4.2588E+003	         3.6400E+003	         5.6037E+003	         4.2591E+003	         3.6438E+003	         1.1040E+002	         1.8810E+002
 6	        -1.0328E+005	         1.9065E+005	         2.1706E+005	         1.0678E+005	         1.9503E+005	         1.8401E+004	         1.6974E+002
 7	        -4.0440E+006	         1.8669E+007	         1.9115E+007	         4.3388E+006	         1.9424E+007	         2.1301E+006	         3.4889E+002
 8	         4.1882E+008	        -3.3684E+009	         3.4014E+009	         4.9574E+008	         3.5287E+009	         1.8816E+008	         3.4964E+002
 9	        -1.6122E+011	        -6.3540E+010	         1.7395E+011	         1.7188E+011	         7.1334E+010	         3.1275E+010	         2.3901E+000
10	        -1.1318E+013	         1.1736E+013	         1.6323E+013	         1.2330E+013	         1.2660E+013	         3.5323E+012	         1.7540E+002
