Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\Translado22_X=10_#031.dat
Data.................: 31/01/2005
Hora.................: 12:39:38
Ganho................: 5
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.6226E-004	         4.4019E-005	         1.6813E-004	         4.9783E-007	         2.6200E-007	         4.6339E-007	         1.9518E+002
 2	        -2.4468E-003	         3.7127E-003	         4.4465E-003	         1.9344E-003	         2.9355E-003	         4.5231E-005	         1.5169E+002
 3	        -1.7901E+000	        -8.4512E-001	         1.9796E+000	         1.6341E+000	         7.7149E-001	         2.6217E-003	         8.4241E+000
 4	        -2.7036E+002	        -3.3360E+002	         4.2940E+002	         2.6177E+002	         3.2301E+002	         5.6505E-001	         1.9274E+002
 5	        -2.2397E+003	        -2.3307E+004	         2.3414E+004	         2.2405E+003	         2.3307E+004	         7.6245E+001	         1.6902E+001
 6	         1.8933E+006	         1.3794E+006	         2.3425E+006	         1.9324E+006	         1.4079E+006	         6.6057E+003	         6.0127E+000
 7	         2.0191E+007	         1.6822E+008	         1.6943E+008	         2.0914E+007	         1.7413E+008	         1.1099E+006	         1.9188E+002
 8	        -1.0402E+010	        -1.8529E+009	         1.0566E+010	         1.0879E+010	         1.9447E+009	         8.4058E+007	         1.8126E+002
 9	         7.1749E+011	        -1.2799E+010	         7.1770E+011	         7.5640E+011	         1.8797E+010	         1.2645E+010	         1.7989E+002
10	         1.3114E+014	         6.8226E+013	         1.4784E+014	         1.3912E+014	         7.2391E+013	         2.8375E+012	         2.7486E+000
