Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\temporal22_#003.dat
Data.................: 31/01/2005
Hora.................: 14:59:49
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
24.63	24.78	24.18	24.05	25.09	30.34	25.58	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.4568E-004	         3.1207E-005	         1.4898E-004	         8.1930E-007	         9.0672E-007	         9.7233E-007	         1.9209E+002
 2	        -6.9540E-004	         1.0998E-003	         1.3026E-003	         5.5497E-004	         8.8383E-004	         1.6206E-004	         1.5115E+002
 3	        -9.7958E-002	        -5.8540E-001	         5.9357E-001	         8.9615E-002	         5.3477E-001	         2.0096E-002	         2.6833E+001
 4	         4.2485E+000	         1.1428E+001	         1.2254E+001	         4.2176E+000	         1.1209E+001	         1.4754E+000	         1.7402E+001
 5	         4.2825E+003	         3.6459E+003	         5.6261E+003	         4.2859E+003	         3.6486E+003	         1.4930E+002	         1.8808E+002
 6	        -1.0716E+005	         1.8603E+005	         2.1513E+005	         1.0985E+005	         1.9127E+005	         2.0122E+004	         1.6999E+002
 7	        -3.6522E+006	         1.9575E+007	         1.9922E+007	         3.8919E+006	         2.0392E+007	         2.3866E+006	         3.4865E+002
 8	         5.0938E+008	        -3.3837E+009	         3.4247E+009	         5.6317E+008	         3.5486E+009	         2.8009E+008	         3.4982E+002
 9	        -1.6080E+011	        -5.5874E+010	         1.7259E+011	         1.7052E+011	         6.5810E+010	         1.4070E+010	         2.1290E+000
10	        -1.2930E+013	         1.0183E+013	         1.6714E+013	         1.4122E+013	         1.1713E+013	         4.6114E+012	         1.7618E+002
