Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\temporal22_#009.dat
Data.................: 31/01/2005
Hora.................: 15:21:55
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
24.66	24.78	24.21	24.01	24.84	30.58	25.62	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.4514E-004	         3.0474E-005	         1.4831E-004	         2.4565E-007	         9.2955E-007	         3.8912E-007	         1.9186E+002
 2	        -7.5840E-004	         1.1654E-003	         1.3927E-003	         6.0184E-004	         9.2775E-004	         8.2568E-005	         1.5153E+002
 3	        -9.9522E-002	        -5.7717E-001	         5.8571E-001	         9.0956E-002	         5.2725E-001	         1.9360E-002	         2.6739E+001
 4	         4.1623E+000	         1.2427E+001	         1.3125E+001	         4.0923E+000	         1.2361E+001	         2.8103E+000	         1.7871E+001
 5	         4.2463E+003	         3.6629E+003	         5.6108E+003	         4.2493E+003	         3.6660E+003	         8.4626E+001	         1.8816E+002
 6	        -1.1300E+005	         1.8923E+005	         2.2082E+005	         1.1627E+005	         1.9396E+005	         1.7605E+004	         1.7014E+002
 7	        -3.0838E+006	         1.8756E+007	         1.9059E+007	         3.5007E+006	         1.9731E+007	         3.4647E+006	         3.4848E+002
 8	         4.1120E+008	        -3.5732E+009	         3.6036E+009	         4.9454E+008	         3.7481E+009	         2.8543E+008	         3.4957E+002
 9	        -1.5307E+011	        -6.4514E+010	         1.7016E+011	         1.6233E+011	         7.8113E+010	         9.4792E+009	         2.5393E+000
10	        -1.2021E+013	         1.1273E+013	         1.7138E+013	         1.2836E+013	         1.3682E+013	         4.3301E+012	         1.7568E+002
