Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\Translado22_X=-4_#017.dat
Data.................: 31/01/2005
Hora.................: 12:09:07
Ganho................: 5
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.6469E-004	         9.1516E-007	         1.6469E-004	         8.0266E-007	         6.5141E-007	         8.0127E-007	         1.8032E+002
 2	        -3.2317E-004	         4.8587E-003	         4.8697E-003	         2.6078E-004	         3.8412E-003	         2.5132E-005	         1.3690E+002
 3	         1.1525E-001	        -4.5712E-001	         4.7146E-001	         1.0539E-001	         4.1732E-001	         4.9321E-003	         1.5472E+002
 4	        -5.2133E+001	        -3.2279E+001	         6.1319E+001	         5.0487E+001	         3.1255E+001	         8.4906E-001	         1.8794E+002
 5	         4.4234E+003	         5.4144E+003	         6.9918E+003	         4.4238E+003	         5.4159E+003	         1.2939E+002	         1.9015E+002
 6	         1.3178E+005	        -4.9828E+005	         5.1545E+005	         1.3479E+005	         5.0858E+005	         7.4353E+003	         3.4747E+002
 7	        -2.2267E+007	         2.7758E+007	         3.5596E+007	         2.3104E+007	         2.8762E+007	         1.8123E+006	         3.5268E+002
 8	         7.6914E+008	         5.6889E+009	         5.7436E+009	         8.3128E+008	         5.9513E+009	         1.5014E+008	         1.0288E+001
 9	        -3.5865E+010	        -7.0646E+011	         7.0747E+011	         4.0458E+010	         7.4508E+011	         2.5222E+010	         9.6771E+000
10	         1.3243E+013	         2.2018E+011	         1.3353E+013	         1.4304E+013	         1.8202E+012	         2.6426E+012	         9.5254E-002
