Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\temporal22_#016.dat
Data.................: 31/01/2005
Hora.................: 15:49:52
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
24.81	24.79	24.23	24.04	25.41	31.11	25.69	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.4515E-004	         2.8551E-005	         1.4794E-004	         7.1468E-007	         2.9043E-007	         6.5894E-007	         1.9113E+002
 2	        -7.3522E-004	         1.2134E-003	         1.4194E-003	         5.8824E-004	         9.6208E-004	         1.0540E-004	         1.5061E+002
 3	        -8.6103E-002	        -5.7407E-001	         5.8051E-001	         7.8870E-002	         5.2420E-001	         1.2950E-002	         2.7157E+001
 4	         3.4090E+000	         1.1796E+001	         1.2293E+001	         3.3941E+000	         1.1492E+001	         1.3391E+000	         1.8470E+001
 5	         4.1946E+003	         3.7623E+003	         5.6354E+003	         4.1968E+003	         3.7628E+003	         1.0751E+002	         1.8838E+002
 6	        -1.0486E+005	         1.8738E+005	         2.1490E+005	         1.0730E+005	         1.9146E+005	         6.9239E+003	         1.6987E+002
 7	        -2.7525E+006	         1.9029E+007	         1.9256E+007	         3.0664E+006	         1.9717E+007	         8.3663E+005	         3.4832E+002
 8	         5.2364E+008	        -3.3236E+009	         3.3698E+009	         5.8995E+008	         3.4825E+009	         2.2396E+008	         3.4987E+002
 9	        -1.5310E+011	        -7.2871E+010	         1.6982E+011	         1.6384E+011	         7.7395E+010	         2.7860E+010	         2.8280E+000
10	        -1.1675E+013	         1.0323E+013	         1.5608E+013	         1.2654E+013	         1.1153E+013	         3.2139E+012	         1.7585E+002
