Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\temporal22_#004.dat
Data.................: 31/01/2005
Hora.................: 15:03:49
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
24.74	24.77	24.27	24.18	25.13	30.70	26.08	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.4497E-004	         3.1537E-005	         1.4837E-004	         1.7275E-007	         9.3356E-007	         2.3589E-007	         1.9227E+002
 2	        -7.2255E-004	         1.1591E-003	         1.3677E-003	         5.7191E-004	         9.2246E-004	         7.4735E-005	         1.5097E+002
 3	        -9.5596E-002	        -5.8832E-001	         5.9605E-001	         8.7301E-002	         5.3713E-001	         7.9092E-003	         2.6924E+001
 4	         3.7906E+000	         1.2363E+001	         1.2963E+001	         3.8302E+000	         1.2064E+001	         1.5572E+000	         1.8239E+001
 5	         4.2125E+003	         3.7388E+003	         5.6335E+003	         4.2145E+003	         3.7416E+003	         1.4786E+002	         1.8832E+002
 6	        -9.8682E+004	         1.8215E+005	         2.0743E+005	         1.0130E+005	         1.8646E+005	         1.3557E+004	         1.6974E+002
 7	        -2.4913E+006	         1.8157E+007	         1.8384E+007	         2.8445E+006	         1.9046E+007	         2.8934E+006	         3.4826E+002
 8	         4.3354E+008	        -3.3666E+009	         3.3957E+009	         4.5930E+008	         3.5317E+009	         2.6597E+008	         3.4967E+002
 9	        -1.7124E+011	        -7.1501E+010	         1.8759E+011	         1.8294E+011	         8.1899E+010	         3.1204E+010	         2.5181E+000
10	        -1.2030E+013	         1.1306E+013	         1.6899E+013	         1.3134E+013	         1.2344E+013	         1.4093E+012	         1.7568E+002
