Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\temporal22_#005.dat
Data.................: 31/01/2005
Hora.................: 15:06:19
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
24.73	24.80	24.25	24.09	25.03	30.17	25.92	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.4517E-004	         3.4409E-005	         1.4919E-004	         5.5383E-007	         6.6737E-007	         6.5944E-007	         1.9333E+002
 2	        -7.9834E-004	         1.0634E-003	         1.3332E-003	         6.4110E-004	         8.4473E-004	         8.9000E-005	         1.5345E+002
 3	        -9.3083E-002	        -5.9974E-001	         6.0704E-001	         8.6119E-002	         5.4757E-001	         1.0591E-002	         2.7059E+001
 4	         4.4876E+000	         1.1784E+001	         1.2674E+001	         4.5431E+000	         1.1518E+001	         1.4927E+000	         1.7288E+001
 5	         4.1971E+003	         3.8317E+003	         5.6845E+003	         4.1977E+003	         3.8343E+003	         7.1849E+001	         1.8848E+002
 6	        -9.6936E+004	         1.8845E+005	         2.1234E+005	         9.9825E+004	         1.9316E+005	         1.6577E+004	         1.6954E+002
 7	        -3.6214E+006	         1.8318E+007	         1.8759E+007	         4.2910E+006	         1.9000E+007	         1.3261E+006	         3.4874E+002
 8	         4.8532E+008	        -3.3710E+009	         3.4097E+009	         5.3929E+008	         3.5260E+009	         5.8435E+007	         3.4977E+002
 9	        -1.5561E+011	        -6.3061E+010	         1.6969E+011	         1.6518E+011	         7.1778E+010	         1.8951E+010	         2.4511E+000
10	        -1.2206E+013	         9.9132E+012	         1.6216E+013	         1.3748E+013	         1.1450E+013	         4.7270E+012	         1.7609E+002
