Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\temporal22_#008.dat
Data.................: 31/01/2005
Hora.................: 15:19:24
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
24.82	24.78	24.31	24.22	25.09	31.05	26.18	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.4410E-004	         3.1296E-005	         1.4746E-004	         9.2015E-007	         9.5789E-007	         9.9075E-007	         1.9225E+002
 2	        -7.5055E-004	         1.0997E-003	         1.3371E-003	         5.9864E-004	         8.8655E-004	         1.3209E-004	         1.5216E+002
 3	        -8.7599E-002	        -5.8481E-001	         5.9146E-001	         8.0785E-002	         5.3479E-001	         3.0778E-002	         2.7160E+001
 4	         4.6199E+000	         1.2262E+001	         1.3148E+001	         4.5462E+000	         1.2366E+001	         3.3386E+000	         1.7339E+001
 5	         4.1720E+003	         3.8329E+003	         5.6677E+003	         4.1729E+003	         3.8377E+003	         1.1023E+002	         1.8851E+002
 6	        -1.0589E+005	         1.7864E+005	         2.0838E+005	         1.0983E+005	         1.8438E+005	         2.7650E+004	         1.7011E+002
 7	        -4.0503E+006	         1.8027E+007	         1.8490E+007	         4.3121E+006	         1.8776E+007	         2.1702E+006	         3.4895E+002
 8	         5.2959E+008	        -3.5623E+009	         3.6038E+009	         5.7607E+008	         3.7379E+009	         3.1102E+008	         3.4981E+002
 9	        -1.5589E+011	        -5.0488E+010	         1.7177E+011	         1.6546E+011	         7.6990E+010	         1.2259E+010	         1.9940E+000
10	        -1.2094E+013	         1.1244E+013	         1.6628E+013	         1.3212E+013	         1.3004E+013	         5.6706E+012	         1.7571E+002
