Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\temporal22_#002.dat
Data.................: 31/01/2005
Hora.................: 14:52:52
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
24.71	24.76	24.25	24.19	25.07	30.58	26.03	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.4496E-004	         2.8665E-005	         1.4777E-004	         1.5197E-007	         8.1795E-007	         2.5732E-007	         1.9119E+002
 2	        -7.6090E-004	         1.1873E-003	         1.4113E-003	         6.0736E-004	         9.5088E-004	         1.6158E-004	         1.5133E+002
 3	        -9.1776E-002	        -5.7728E-001	         5.8460E-001	         8.4221E-002	         5.2716E-001	         1.2731E-002	         2.6989E+001
 4	         4.1863E+000	         1.2145E+001	         1.2879E+001	         4.1238E+000	         1.1835E+001	         1.1432E+000	         1.7745E+001
 5	         4.2748E+003	         3.6532E+003	         5.6251E+003	         4.2771E+003	         3.6582E+003	         1.6734E+002	         1.8810E+002
 6	        -1.0251E+005	         1.9213E+005	         2.1803E+005	         1.0492E+005	         1.9708E+005	         1.7548E+004	         1.6968E+002
 7	        -3.9610E+006	         1.8263E+007	         1.8817E+007	         4.8139E+006	         1.9049E+007	         2.4119E+006	         3.4889E+002
 8	         3.7003E+008	        -3.4483E+009	         3.4735E+009	         4.3170E+008	         3.6186E+009	         2.8025E+008	         3.4952E+002
 9	        -1.4973E+011	        -6.8754E+010	         1.6823E+011	         1.5829E+011	         8.2475E+010	         1.5760E+010	         2.7404E+000
10	        -1.2915E+013	         1.2782E+013	         1.8252E+013	         1.4530E+013	         1.4157E+013	         6.0335E+012	         1.7553E+002
