Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\Translado22_X=6_#027.dat
Data.................: 31/01/2005
Hora.................: 12:30:29
Ganho................: 5
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.5794E-004	         2.3976E-005	         1.5975E-004	         4.5971E-007	         6.1542E-007	         4.3792E-007	         1.8863E+002
 2	         1.4891E-003	         5.9851E-004	         1.6070E-003	         1.1789E-003	         4.7939E-004	         3.6603E-005	         1.0948E+001
 3	         3.5970E-001	         7.2418E-001	         8.0860E-001	         3.2839E-001	         6.6111E-001	         6.9129E-003	         2.0120E+002
 4	        -5.0083E+001	         4.9720E+001	         7.0577E+001	         4.8514E+001	         4.8147E+001	         1.2790E+000	         1.6880E+002
 5	        -1.5623E+004	        -1.4318E+004	         2.1192E+004	         1.5623E+004	         1.4319E+004	         1.1587E+002	         8.5011E+000
 6	        -8.6652E+005	        -1.6329E+006	         1.8486E+006	         8.8443E+005	         1.6666E+006	         6.2789E+003	         1.9034E+002
 7	         8.0918E+007	         8.7725E+006	         8.1399E+007	         8.3768E+007	         9.1529E+006	         1.2645E+006	         1.8088E+002
 8	         1.1409E+010	         1.0539E+010	         1.5533E+010	         1.1933E+010	         1.1025E+010	         2.4106E+008	         5.3411E+000
 9	        -2.1988E+011	         3.2117E+011	         3.9138E+011	         2.3866E+011	         3.3916E+011	         3.9492E+010	         3.5382E+002
10	        -1.0464E+014	        -5.5492E+013	         1.1845E+014	         1.1099E+014	         5.8885E+013	         1.1793E+012	         1.8279E+002
