Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\temporal22_#001.dat
Data.................: 31/01/2005
Hora.................: 14:45:55
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
24.76	24.79	24.22	24.08	25.10	30.27	25.76	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.4416E-004	         3.1004E-005	         1.4746E-004	         8.4888E-007	         6.3822E-007	         7.1715E-007	         1.9214E+002
 2	        -7.2329E-004	         1.0397E-003	         1.2682E-003	         5.7652E-004	         8.2929E-004	         1.1088E-004	         1.5241E+002
 3	        -9.0255E-002	        -5.8407E-001	         5.9103E-001	         8.2582E-002	         5.3322E-001	         6.2402E-003	         2.7072E+001
 4	         4.1910E+000	         1.2766E+001	         1.3482E+001	         4.1685E+000	         1.2518E+001	         1.8086E+000	         1.7956E+001
 5	         4.1480E+003	         3.7587E+003	         5.5986E+003	         4.1495E+003	         3.7605E+003	         1.1144E+002	         1.8844E+002
 6	        -1.0348E+005	         1.9204E+005	         2.1838E+005	         1.0590E+005	         1.9653E+005	         1.1852E+004	         1.6972E+002
 7	        -3.0751E+006	         1.8063E+007	         1.8337E+007	         3.2770E+006	         1.8792E+007	         1.8836E+006	         3.4852E+002
 8	         4.4038E+008	        -3.4503E+009	         3.4792E+009	         4.6753E+008	         3.6122E+009	         1.6230E+008	         3.4966E+002
 9	        -1.5984E+011	        -5.7242E+010	         1.7112E+011	         1.6992E+011	         6.9549E+010	         3.3341E+010	         2.1893E+000
10	        -1.3420E+013	         1.0561E+013	         1.7325E+013	         1.4623E+013	         1.1886E+013	         4.0467E+012	         1.7618E+002
