Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\Translado22_X=5_#026.dat
Data.................: 31/01/2005
Hora.................: 12:28:55
Ganho................: 5
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.5724E-004	         2.2261E-005	         1.5881E-004	         9.1629E-007	         9.1061E-007	         8.4079E-007	         1.8806E+002
 2	         5.9485E-004	        -5.7609E-004	         8.3492E-004	         4.7258E-004	         4.7189E-004	         5.6679E-005	         3.3796E+002
 3	         4.3025E-001	         5.0662E-001	         6.6470E-001	         3.9279E-001	         4.6258E-001	         7.9522E-003	         1.9655E+002
 4	         1.4195E+000	         9.1163E+001	         9.1177E+001	         1.5932E+000	         8.8273E+001	         9.4894E-001	         2.2277E+001
 5	        -1.0388E+004	        -6.4647E+003	         1.2236E+004	         1.0389E+004	         6.4654E+003	         1.0257E+002	         6.3788E+000
 6	        -1.1077E+006	        -1.4968E+006	         1.8621E+006	         1.1306E+006	         1.5277E+006	         4.3311E+003	         1.8892E+002
 7	         4.6374E+006	        -5.1337E+007	         5.1562E+007	         5.0077E+006	         5.3150E+007	         1.0559E+006	         1.6788E+002
 8	         9.6218E+009	         6.5299E+009	         1.1629E+010	         1.0065E+010	         6.8305E+009	         2.3567E+008	         4.2704E+000
 9	         5.5178E+011	         6.1787E+011	         8.2863E+011	         5.8183E+011	         6.5167E+011	         1.4712E+010	         1.8536E+002
10	        -5.8853E+013	        -9.6621E+012	         5.9652E+013	         6.2431E+013	         1.0335E+013	         1.0642E+012	         1.8093E+002
