Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\temporal22_#017.dat
Data.................: 31/01/2005
Hora.................: 15:53:52
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
24.73	24.74	24.24	24.05	25.15	31.28	25.92	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.4497E-004	         3.0231E-005	         1.4809E-004	         9.0021E-007	         4.3197E-007	         9.4351E-007	         1.9178E+002
 2	        -7.4422E-004	         1.1417E-003	         1.3660E-003	         5.9253E-004	         9.0720E-004	         4.7983E-005	         1.5155E+002
 3	        -9.9438E-002	        -5.8775E-001	         5.9614E-001	         9.1084E-002	         5.3659E-001	         7.6829E-003	         2.6799E+001
 4	         4.2459E+000	         1.2537E+001	         1.3239E+001	         4.1222E+000	         1.2150E+001	         5.1283E-001	         1.7823E+001
 5	         4.2374E+003	         3.7195E+003	         5.6396E+003	         4.2407E+003	         3.7200E+003	         1.1592E+002	         1.8826E+002
 6	        -9.7981E+004	         1.8790E+005	         2.1219E+005	         1.0099E+005	         1.9243E+005	         1.7428E+004	         1.6959E+002
 7	        -3.0327E+006	         1.8919E+007	         1.9217E+007	         3.6651E+006	         1.9638E+007	         1.7466E+006	         3.4844E+002
 8	         4.3348E+008	        -3.5243E+009	         3.5545E+009	         4.9261E+008	         3.6871E+009	         1.1930E+008	         3.4963E+002
 9	        -1.6584E+011	        -4.7897E+010	         1.7358E+011	         1.7528E+011	         5.3690E+010	         8.9195E+009	         1.7900E+000
10	        -1.2685E+013	         1.1256E+013	         1.7131E+013	         1.3546E+013	         1.2305E+013	         2.0048E+012	         1.7584E+002
