Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\Translado22_X=-6_#015.dat
Data.................: 31/01/2005
Hora.................: 12:03:24
Ganho................: 5
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.6748E-004	        -1.3050E-005	         1.6799E-004	         6.2845E-007	         9.4518E-007	         6.7043E-007	         1.7554E+002
 2	        -1.6186E-003	         6.1246E-003	         6.3350E-003	         1.2799E-003	         4.8428E-003	         8.5349E-005	         1.4240E+002
 3	         5.0667E-001	        -1.0597E-001	         5.1770E-001	         4.6256E-001	         9.7175E-002	         5.8484E-003	         1.7606E+002
 4	        -7.8550E+001	        -9.4014E+001	         1.2251E+002	         7.6057E+001	         9.1033E+001	         8.2664E-001	         1.9253E+002
 5	         1.5250E+003	         9.5809E+003	         9.7021E+003	         1.5287E+003	         9.5816E+003	         1.0976E+002	         1.9619E+002
 6	         4.9448E+005	        -8.4296E+004	         5.0167E+005	         5.0471E+005	         8.6476E+004	         5.5816E+003	         3.5839E+002
 7	        -4.2525E+007	        -1.1123E+008	         1.1909E+008	         4.4024E+007	         1.1515E+008	         2.0714E+006	         9.8682E+000
 8	         2.4254E+009	         1.1637E+010	         1.1889E+010	         2.5486E+009	         1.2174E+010	         3.2206E+008	         9.7784E+000
 9	        -8.9352E+010	         3.1902E+011	         3.3180E+011	         9.5636E+010	         3.3699E+011	         1.8476E+010	         3.5174E+002
10	        -1.9506E+013	        -1.0642E+014	         1.0821E+014	         2.0807E+013	         1.1290E+014	         2.2769E+012	         1.8796E+002
