Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\Translado22_X=-15_#006.dat
Data.................: 31/01/2005
Hora.................: 11:43:32
Ganho................: 5
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         2.3284E-004	        -2.2544E-005	         2.3393E-004	         8.3881E-007	         3.8542E-007	         8.5419E-007	         1.7447E+002
 2	        -3.0517E-003	        -2.6218E-003	         4.0234E-003	         2.4128E-003	         2.0737E-003	         5.7424E-005	         2.0033E+002
 3	        -3.4431E+000	        -2.7423E+000	         4.4017E+000	         3.1431E+000	         2.5033E+000	         6.4896E-003	         1.2845E+001
 4	         5.0012E+002	         6.1606E+002	         7.9351E+002	         4.8424E+002	         5.9650E+002	         8.2462E-001	         1.2733E+001
 5	         3.2690E+003	        -1.3493E+004	         1.3884E+004	         3.2703E+003	         1.3494E+004	         1.0990E+002	         1.6472E+002
 6	        -4.6677E+006	        -4.0726E+006	         6.1947E+006	         4.7640E+006	         4.1566E+006	         1.0435E+004	         1.8685E+002
 7	         1.6573E+008	         1.1700E+008	         2.0287E+008	         1.7156E+008	         1.2111E+008	         1.2463E+006	         1.8503E+002
 8	         2.4999E+010	         2.2229E+010	         3.3453E+010	         2.6146E+010	         2.3248E+010	         2.4582E+008	         5.2053E+000
 9	        -1.7955E+012	        -3.6430E+011	         1.8321E+012	         1.8927E+012	         3.8432E+011	         2.2672E+010	         1.2744E+000
10	        -8.0406E+013	        -1.1561E+014	         1.4086E+014	         8.5344E+013	         1.2264E+014	         1.5067E+012	         1.8552E+002
