Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\temporal22_#012.dat
Data.................: 31/01/2005
Hora.................: 15:30:56
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
24.78	24.78	24.29	24.11	25.04	31.13	26.06	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.4528E-004	         3.4754E-005	         1.4938E-004	         6.3644E-007	         4.9921E-007	         6.3966E-007	         1.9345E+002
 2	        -8.6819E-004	         1.0356E-003	         1.3529E-003	         6.8901E-004	         8.2852E-004	         1.2081E-004	         1.5499E+002
 3	        -9.4932E-002	        -6.1003E-001	         6.1749E-001	         8.7551E-002	         5.5698E-001	         9.3834E-003	         2.7052E+001
 4	         4.4786E+000	         1.1776E+001	         1.2620E+001	         4.3543E+000	         1.1478E+001	         1.1104E+000	         1.7294E+001
 5	         4.1300E+003	         3.7538E+003	         5.5832E+003	         4.1328E+003	         3.7565E+003	         1.1521E+002	         1.8845E+002
 6	        -1.0115E+005	         1.9061E+005	         2.1610E+005	         1.0453E+005	         1.9512E+005	         1.8017E+004	         1.6966E+002
 7	        -3.8648E+006	         1.7694E+007	         1.8183E+007	         4.3710E+006	         1.8332E+007	         7.0023E+005	         3.4890E+002
 8	         4.5242E+008	        -3.5190E+009	         3.5490E+009	         4.8410E+008	         3.6820E+009	         1.2054E+008	         3.4967E+002
 9	        -1.5950E+011	        -6.0297E+010	         1.7124E+011	         1.7033E+011	         6.4587E+010	         2.3884E+010	         2.3009E+000
10	        -1.1840E+013	         1.1779E+013	         1.6776E+013	         1.3241E+013	         1.2670E+013	         4.3491E+012	         1.7551E+002
