Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\temporal22_#013.dat
Data.................: 31/01/2005
Hora.................: 15:34:56
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
24.58	24.76	24.16	23.93	24.69	30.58	25.47	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.4535E-004	         3.7723E-005	         1.5017E-004	         7.5004E-007	         6.5785E-007	         8.0694E-007	         1.9455E+002
 2	        -9.3176E-004	         1.1288E-003	         1.4645E-003	         7.3793E-004	         8.9467E-004	         5.3430E-005	         1.5477E+002
 3	        -9.6142E-002	        -6.2214E-001	         6.2955E-001	         8.8002E-002	         5.6801E-001	         9.7875E-003	         2.7072E+001
 4	         3.7760E+000	         1.2291E+001	         1.2865E+001	         3.7318E+000	         1.1936E+001	         1.0784E+000	         1.8231E+001
 5	         4.2586E+003	         3.7468E+003	         5.6724E+003	         4.2591E+003	         3.7478E+003	         9.2146E+001	         1.8827E+002
 6	        -1.0380E+005	         1.8617E+005	         2.1337E+005	         1.0613E+005	         1.9149E+005	         2.2166E+004	         1.6986E+002
 7	        -3.7026E+006	         1.8105E+007	         1.8567E+007	         4.2579E+006	         1.8834E+007	         1.7063E+006	         3.4879E+002
 8	         5.0726E+008	        -3.5172E+009	         3.5540E+009	         5.3323E+008	         3.6830E+009	         1.8234E+008	         3.4978E+002
 9	        -1.6156E+011	        -5.9536E+010	         1.7268E+011	         1.7041E+011	         6.4387E+010	         5.5794E+009	         2.2477E+000
10	        -1.2709E+013	         1.1237E+013	         1.7170E+013	         1.3652E+013	         1.2149E+013	         1.1912E+012	         1.7585E+002
