Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap22\temporal22_#014.dat
Data.................: 31/01/2005
Hora.................: 15:38:55
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
24.69	24.75	24.24	24.10	25.05	31.13	25.96	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.4568E-004	         3.3675E-005	         1.4953E-004	         9.3308E-007	         8.1044E-007	         9.3467E-007	         1.9302E+002
 2	        -8.3115E-004	         1.2065E-003	         1.4672E-003	         6.5955E-004	         9.5745E-004	         5.1205E-005	         1.5228E+002
 3	        -9.6512E-002	        -5.9721E-001	         6.0497E-001	         8.8221E-002	         5.4538E-001	         1.5203E-002	         2.6940E+001
 4	         4.0387E+000	         1.1616E+001	         1.2338E+001	         4.0415E+000	         1.1381E+001	         1.6886E+000	         1.7707E+001
 5	         4.2281E+003	         3.7084E+003	         5.6252E+003	         4.2283E+003	         3.7118E+003	         9.8750E+001	         1.8825E+002
 6	        -1.1116E+005	         1.8325E+005	         2.1464E+005	         1.1367E+005	         1.8782E+005	         1.3357E+004	         1.7021E+002
 7	        -3.4728E+006	         1.7824E+007	         1.8236E+007	         3.9297E+006	         1.8661E+007	         2.6197E+006	         3.4872E+002
 8	         4.4705E+008	        -3.6044E+009	         3.6354E+009	         4.9141E+008	         3.7837E+009	         3.1434E+008	         3.4963E+002
 9	        -1.5772E+011	        -5.2880E+010	         1.6858E+011	         1.6796E+011	         6.5044E+010	         2.7570E+010	         2.0594E+000
10	        -1.2731E+013	         1.1114E+013	         1.7593E+013	         1.4138E+013	         1.2649E+013	         2.9474E+012	         1.7589E+002
