X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
----------------------------------------------------------------------------------------------------------------------------------------------------------------
0	0	-1650	1.006e-05	-5.629e-05	-4.924e-05
0	0	-1648	1.026e-05	-5.789e-05	-5.015e-05
0	0	-1646	1.014e-05	-5.938e-05	-5.06e-05
0	0	-1644	1.035e-05	-6.088e-05	-5.148e-05
0	0	-1642	1.03e-05	-6.209e-05	-5.281e-05
0	0	-1640	1.076e-05	-6.362e-05	-5.424e-05
0	0	-1638	1.073e-05	-6.515e-05	-5.504e-05
0	0	-1636	1.098e-05	-6.661e-05	-5.545e-05
0	0	-1634	1.067e-05	-6.81e-05	-5.666e-05
0	0	-1632	1.152e-05	-6.952e-05	-5.747e-05
0	0	-1630	1.213e-05	-7.16e-05	-5.894e-05
0	0	-1628	1.162e-05	-7.275e-05	-6.002e-05
0	0	-1626	1.123e-05	-7.465e-05	-6.145e-05
0	0	-1624	1.172e-05	-7.632e-05	-6.228e-05
0	0	-1622	1.156e-05	-7.776e-05	-6.383e-05
0	0	-1620	1.132e-05	-7.991e-05	-6.485e-05
0	0	-1618	1.162e-05	-8.16e-05	-6.565e-05
0	0	-1616	1.198e-05	-8.345e-05	-6.674e-05
0	0	-1614	1.189e-05	-8.546e-05	-6.831e-05
0	0	-1612	1.216e-05	-8.756e-05	-6.967e-05
0	0	-1610	1.247e-05	-8.949e-05	-7.122e-05
0	0	-1608	1.274e-05	-9.136e-05	-7.212e-05
0	0	-1606	1.259e-05	-9.348e-05	-7.371e-05
0	0	-1604	1.326e-05	-9.559e-05	-7.529e-05
0	0	-1602	1.344e-05	-9.757e-05	-7.636e-05
0	0	-1600	1.355e-05	-9.96e-05	-7.803e-05
0	0	-1598	1.34e-05	-0.00010201	-8.015e-05
0	0	-1596	1.375e-05	-0.00010391	-8.202e-05
0	0	-1594	1.471e-05	-0.00010656	-8.298e-05
0	0	-1592	1.442e-05	-0.00010882	-8.532e-05
0	0	-1590	1.426e-05	-0.0001113	-8.709e-05
0	0	-1588	1.482e-05	-0.00011355	-8.862e-05
0	0	-1586	1.544e-05	-0.00011657	-9.044e-05
0	0	-1584	1.577e-05	-0.00011908	-9.201e-05
0	0	-1582	1.546e-05	-0.00012183	-9.327e-05
0	0	-1580	1.61e-05	-0.00012431	-9.532e-05
0	0	-1578	1.588e-05	-0.00012702	-9.737e-05
0	0	-1576	1.651e-05	-0.00012983	-9.93e-05
0	0	-1574	1.683e-05	-0.00013284	-0.00010153
0	0	-1572	1.706e-05	-0.00013603	-0.00010343
0	0	-1570	1.657e-05	-0.00013906	-0.00010535
0	0	-1568	1.682e-05	-0.00014162	-0.00010767
0	0	-1566	1.758e-05	-0.00014416	-0.00011017
0	0	-1564	1.762e-05	-0.00014797	-0.00011213
0	0	-1562	1.767e-05	-0.0001514	-0.00011411
0	0	-1560	1.848e-05	-0.00015451	-0.00011613
0	0	-1558	1.866e-05	-0.00015777	-0.00011861
0	0	-1556	1.87e-05	-0.00016129	-0.00012129
0	0	-1554	1.963e-05	-0.00016501	-0.00012396
0	0	-1552	1.995e-05	-0.00016858	-0.00012616
0	0	-1550	1.976e-05	-0.00017201	-0.00012838
0	0	-1548	2.009e-05	-0.00017539	-0.00013118
0	0	-1546	2.078e-05	-0.00017846	-0.00013414
0	0	-1544	2.066e-05	-0.00018247	-0.00013673
0	0	-1542	2.095e-05	-0.0001867	-0.00013954
0	0	-1540	2.09e-05	-0.00019065	-0.00014237
0	0	-1538	2.177e-05	-0.0001944	-0.00014501
0	0	-1536	2.218e-05	-0.00019796	-0.00014783
0	0	-1534	2.221e-05	-0.00020182	-0.00015128
0	0	-1532	2.226e-05	-0.00020564	-0.00015413
0	0	-1530	2.281e-05	-0.00020989	-0.0001573
