Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=-17_#004.dat
Data.................: 25/01/2005
Hora.................: 13:39:59
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.2130E-005	        -4.6048E-005	         1.0300E-004	         2.4525E-007	         2.0240E-007	         2.4286E-007	         1.5344E+002
 2	         3.5506E-005	        -1.0957E-003	         1.0963E-003	         2.9103E-005	         8.6651E-004	         2.2553E-005	         3.1593E+002
 3	        -6.8444E-003	        -3.6417E-003	         8.0257E-003	         6.2912E-003	         4.0666E-003	         8.0483E-004	         9.3386E+000
 4	         1.2585E-001	         4.6699E-002	         2.4417E-001	         1.5587E-001	         2.3817E-001	         1.1015E-001	         5.0895E+000
 5	        -1.0675E+001	         1.5997E+000	         2.0585E+001	         1.4950E+001	         2.0055E+001	         1.1189E+001	         3.5830E+002
 6	         3.2277E+002	         3.5220E+002	         2.7491E+003	         1.3421E+003	         3.0513E+003	         1.3086E+003	         7.9161E+000
 7	        -9.8584E+004	         1.4900E+004	         2.4803E+005	         1.5701E+005	         2.4380E+005	         9.4726E+004	         3.5877E+002
 8	        -4.0388E+006	         2.0814E+006	         3.2416E+007	         1.1508E+007	         3.8613E+007	         1.7697E+007	         1.7659E+002
 9	        -2.0661E+009	         7.7748E+008	         5.1290E+009	         2.7049E+009	         5.1797E+009	         1.3927E+009	         3.5771E+002
10	         1.6414E+011	        -8.7790E+010	         4.7793E+011	         2.2904E+011	         5.1679E+011	         1.9581E+011	         3.5719E+002
