Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=0_#021.dat
Data.................: 25/01/2005
Hora.................: 14:12:12
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.1309E-005	        -6.5138E-005	         1.1216E-004	         3.1653E-007	         3.6072E-007	         3.3256E-007	         1.4450E+002
 2	        -1.1409E-004	        -1.1849E-003	         1.1905E-003	         9.3124E-005	         9.3721E-004	         3.1674E-005	         2.2225E+002
 3	        -6.7776E-003	        -1.6167E-003	         7.9395E-003	         6.3431E-003	         4.3622E-003	         8.3605E-004	         4.4722E+000
 4	         1.6782E-001	         1.4240E-002	         4.0086E-001	         1.9699E-001	         4.4157E-001	         2.0442E-001	         1.2126E+000
 5	        -1.9239E+001	         1.3287E+000	         5.0091E+001	         2.7309E+001	         5.1974E+001	         2.0091E+001	         3.5921E+002
 6	         1.5616E+003	         6.9494E+002	         6.0962E+003	         3.2544E+003	         6.3865E+003	         2.3521E+003	         3.9984E+000
 7	        -1.4952E+005	        -1.7491E+004	         6.0421E+005	         2.9140E+005	         6.9067E+005	         3.3115E+005	         9.5318E-001
 8	         1.4672E+007	         4.8047E+006	         7.6793E+007	         4.8001E+007	         7.7203E+007	         3.0498E+007	         2.2665E+000
 9	        -1.3920E+009	        -1.4274E+008	         8.1197E+009	         5.2507E+009	         8.0181E+009	         3.1180E+009	         6.5055E-001
10	         3.0441E+011	         6.2367E+010	         1.1832E+012	         7.9008E+011	         1.0785E+012	         2.2262E+011	         1.1578E+000
