Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=11_#032.dat
Data.................: 25/01/2005
Hora.................: 14:29:35
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.9826E-005	        -7.7907E-005	         1.1890E-004	         1.9642E-007	         3.9040E-007	         3.9037E-007	         1.3906E+002
 2	        -2.0799E-004	        -1.2074E-003	         1.2253E-003	         1.6485E-004	         9.5524E-004	         3.4480E-005	         2.2011E+002
 3	        -6.6521E-003	         6.8007E-004	         7.4477E-003	         6.2286E-003	         3.7831E-003	         1.5496E-003	         3.5805E+002
 4	         1.2942E-001	         2.2370E-003	         3.8981E-001	         1.4222E-001	         4.4775E-001	         1.8974E-001	         2.4755E-001
 5	        -1.4446E+001	        -7.9090E-001	         4.0677E+001	         1.9943E+001	         4.6470E+001	         2.3264E+001	         6.2675E-001
 6	         1.5491E+003	         1.2016E+002	         4.5939E+003	         2.5311E+003	         5.3217E+003	         2.9747E+003	         7.3924E-001
 7	        -1.3521E+005	         6.1099E+004	         5.9406E+005	         3.1867E+005	         6.5673E+005	         3.0925E+005	         3.5653E+002
 8	         1.1737E+007	         7.0854E+006	         6.4021E+007	         3.7239E+007	         6.5600E+007	         2.4416E+007	         3.8898E+000
 9	        -1.1192E+009	        -6.5952E+008	         7.0791E+009	         3.5274E+009	         7.9866E+009	         3.7175E+009	         3.3901E+000
10	         1.4134E+011	        -1.3445E+010	         9.3763E+011	         4.3875E+011	         1.0556E+012	         4.5875E+011	         3.5946E+002
