Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=2_#023.dat
Data.................: 25/01/2005
Hora.................: 14:15:17
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.1081E-005	        -6.7450E-005	         1.1334E-004	         2.6838E-007	         5.4010E-007	         5.0407E-007	         1.4348E+002
 2	        -1.2656E-004	        -1.1989E-003	         1.2056E-003	         1.0087E-004	         9.4847E-004	         3.6051E-005	         2.2199E+002
 3	        -5.9724E-003	        -6.4621E-004	         7.5540E-003	         5.5074E-003	         5.4232E-003	         1.8575E-003	         2.0585E+000
 4	         9.5699E-002	        -8.0744E-002	         4.2793E-001	         1.6436E-001	         4.9613E-001	         2.2171E-001	         3.4996E+002
 5	        -1.5534E+001	         1.2234E+001	         6.0255E+001	         2.0462E+001	         7.2057E+001	         3.4210E+001	         3.5236E+002
 6	         4.6400E+001	        -1.4699E+003	         5.9980E+003	         2.0197E+003	         7.1332E+003	         3.2315E+003	         3.4530E+002
 7	        -7.6444E+004	         1.7796E+005	         8.1715E+005	         3.0433E+005	         9.5406E+005	         4.1818E+005	         3.5046E+002
 8	         2.0020E+007	        -1.7712E+007	         9.8615E+007	         2.6932E+007	         1.1784E+008	         5.0675E+007	         3.5481E+002
 9	        -9.5447E+008	         1.3049E+009	         1.0088E+010	         5.4359E+009	         1.0562E+010	         3.7763E+009	         3.5402E+002
10	         1.4415E+011	        -1.9587E+011	         1.0585E+012	         4.3964E+011	         1.2230E+012	         5.4396E+011	         3.5464E+002
