Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=-10_#011.dat
Data.................: 25/01/2005
Hora.................: 13:54:09
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.2038E-005	        -5.3973E-005	         1.0670E-004	         3.0957E-007	         1.9898E-007	         3.1985E-007	         1.4961E+002
 2	        -2.8682E-005	        -1.1393E-003	         1.1397E-003	         2.6577E-005	         9.0113E-004	         2.8012E-005	         2.2428E+002
 3	        -6.8630E-003	        -3.3308E-003	         7.8811E-003	         6.3312E-003	         3.8719E-003	         1.2980E-003	         8.6294E+000
 4	         1.5319E-001	         6.1787E-002	         3.0111E-001	         1.9690E-001	         2.6736E-001	         7.3761E-002	         5.4913E+000
 5	        -1.9186E+001	        -1.7964E+001	         4.7866E+001	         2.3969E+001	         5.0412E+001	         2.0605E+001	         8.6234E+000
 6	         1.7048E+003	         2.3118E+003	         4.7641E+003	         1.8237E+003	         5.3228E+003	         2.2376E+003	         8.9325E+000
 7	        -1.5056E+005	        -1.8796E+005	         3.5042E+005	         1.9678E+005	         3.7019E+005	         1.8063E+005	         7.3292E+000
 8	         7.1013E+006	         3.9791E+006	         5.1070E+007	         1.9779E+007	         5.4739E+007	         1.1737E+007	         3.6579E+000
 9	        -2.8380E+009	        -1.4702E+009	         6.5205E+009	         3.9994E+009	         6.4029E+009	         2.2947E+009	         3.0430E+000
10	         2.6675E+011	         1.3358E+011	         7.2852E+011	         3.5410E+011	         7.5903E+011	         2.2184E+011	         2.6601E+000
