Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=-15_#006.dat
Data.................: 25/01/2005
Hora.................: 13:44:11
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.1971E-005	        -4.8525E-005	         1.0399E-004	         2.9022E-007	         1.0491E-007	         2.4124E-007	         1.5218E+002
 2	         1.5545E-005	        -1.0981E-003	         1.0982E-003	         1.7274E-005	         8.6822E-004	         1.4667E-005	         3.1541E+002
 3	        -6.6694E-003	        -4.6414E-003	         8.2413E-003	         6.1315E-003	         4.7676E-003	         1.7137E-003	         1.1612E+001
 4	         1.0531E-001	         1.2113E-001	         2.9542E-001	         1.3886E-001	         3.1262E-001	         1.2639E-001	         1.2249E+001
 5	        -1.5267E+001	        -5.4567E+000	         2.5124E+001	         1.6683E+001	         2.2758E+001	         8.5395E+000	         3.9335E+000
 6	         1.0962E+003	         1.1711E+003	         4.4449E+003	         2.3937E+003	         4.8378E+003	         2.2301E+003	         7.8153E+000
 7	        -1.2969E+005	        -1.2511E+005	         3.3664E+005	         2.1630E+005	         3.8441E+005	         2.4228E+005	         6.2816E+000
 8	         1.1710E+007	         1.0045E+007	         4.1440E+007	         1.7351E+007	         4.7939E+007	         2.2133E+007	         5.0779E+000
 9	        -1.5986E+009	        -1.6346E+009	         3.9170E+009	         2.2811E+009	         4.4288E+009	         2.5228E+009	         5.0709E+000
10	         2.2269E+011	         8.7571E+010	         6.1883E+011	         2.8823E+011	         6.6463E+011	         2.3081E+011	         2.1466E+000
