Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=-1_#020.dat
Data.................: 25/01/2005
Hora.................: 14:10:37
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.1427E-005	        -6.4026E-005	         1.1162E-004	         2.2749E-007	         3.6532E-007	         2.4953E-007	         1.4500E+002
 2	        -1.1144E-004	        -1.1944E-003	         1.1996E-003	         8.9044E-005	         9.4489E-004	         3.5598E-005	         2.2233E+002
 3	        -7.0208E-003	        -3.3223E-004	         7.6849E-003	         6.5337E-003	         3.4204E-003	         1.0720E-003	         9.0308E-001
 4	         1.4366E-001	        -1.1338E-001	         3.9301E-001	         1.6104E-001	         4.6640E-001	         2.4668E-001	         3.5043E+002
 5	        -1.6465E+001	         1.3023E+001	         3.7102E+001	         2.1199E+001	         3.9157E+001	         1.9291E+001	         3.5233E+002
 6	         1.2814E+003	        -9.9633E+002	         5.7858E+003	         2.3934E+003	         6.7813E+003	         3.2277E+003	         3.5369E+002
 7	        -1.7511E+005	         1.0437E+005	         6.5438E+005	         2.8448E+005	         7.5046E+005	         3.4099E+005	         3.5560E+002
 8	         2.0945E+007	        -2.1229E+007	         6.3612E+007	         2.7459E+007	         7.6250E+007	         4.0608E+007	         3.5433E+002
 9	        -1.0706E+009	         1.5152E+009	         6.6717E+009	         3.7334E+009	         7.1306E+009	         3.1020E+009	         3.5392E+002
10	         1.3869E+011	        -1.4926E+011	         8.3566E+011	         3.8446E+011	         9.3859E+011	         4.0129E+011	         3.5529E+002
