Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=-7_#014.dat
Data.................: 25/01/2005
Hora.................: 13:58:48
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.2067E-005	        -5.7072E-005	         1.0832E-004	         3.0846E-007	         1.4888E-007	         2.0015E-007	         1.4821E+002
 2	        -5.9566E-005	        -1.1652E-003	         1.1668E-003	         4.9436E-005	         9.2163E-004	         2.8680E-005	         2.2354E+002
 3	        -6.6512E-003	        -2.5053E-003	         7.2507E-003	         6.1585E-003	         2.8900E-003	         1.2690E-003	         6.8798E+000
 4	         1.5965E-001	         4.9014E-002	         3.4132E-001	         2.0448E-001	         3.1984E-001	         8.4830E-002	         4.2667E+000
 5	        -9.2914E+000	         2.9585E-001	         3.1246E+001	         1.1521E+001	         3.8121E+001	         1.9676E+001	         3.5964E+002
 6	        -4.2832E+002	        -6.5410E+002	         3.9083E+003	         1.9741E+003	         4.7665E+003	         2.7660E+003	         1.8946E+002
 7	         1.9880E+004	         2.5691E+004	         4.0666E+005	         1.8202E+005	         5.1349E+005	         3.0045E+005	         1.8747E+002
 8	         1.0583E+007	        -1.0223E+007	         4.2683E+007	         1.7509E+007	         5.5629E+007	         3.4025E+007	         3.5450E+002
 9	        -6.9571E+008	        -4.2250E+008	         4.5528E+009	         2.6942E+009	         4.9252E+009	         2.3870E+009	         3.4744E+000
10	         2.1321E+011	        -1.2693E+011	         4.9138E+011	         3.2012E+011	         5.6078E+011	         3.5047E+011	         3.5692E+002
