Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=-18_#003.dat
Data.................: 25/01/2005
Hora.................: 13:38:24
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.2131E-005	        -4.4787E-005	         1.0244E-004	         2.1903E-007	         2.2990E-007	         1.7937E-007	         1.5407E+002
 2	         4.9024E-005	        -1.0912E-003	         1.0923E-003	         3.9886E-005	         8.6277E-004	         1.3901E-005	         3.1629E+002
 3	        -6.9450E-003	        -4.6647E-003	         8.5387E-003	         6.3869E-003	         4.9773E-003	         1.8955E-003	         1.1296E+001
 4	         1.4915E-001	        -3.2272E-002	         2.9621E-001	         2.4893E-001	         2.5294E-001	         1.5346E-001	         3.5695E+002
 5	        -1.9010E+001	         4.8825E+000	         3.7359E+001	         2.2369E+001	         3.6554E+001	         1.3719E+001	         3.5712E+002
 6	         1.4062E+003	        -1.5706E+002	         2.5469E+003	         1.8333E+003	         2.7479E+003	         1.7945E+003	         3.5894E+002
 7	        -1.2445E+004	         7.5346E+004	         3.3419E+005	         1.1904E+005	         4.6213E+005	         2.9863E+005	         3.4848E+002
 8	         1.3189E+007	        -1.0180E+007	         4.4701E+007	         2.0935E+007	         5.0404E+007	         2.2903E+007	         3.5529E+002
 9	         1.2913E+008	        -4.5301E+008	         3.4105E+009	         1.2868E+009	         4.0355E+009	         1.8526E+009	         1.7177E+002
10	         2.0299E+011	         3.6254E+010	         5.1389E+011	         3.4478E+011	         4.8941E+011	         1.8335E+011	         1.0126E+000
