Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=18_#039.dat
Data.................: 25/01/2005
Hora.................: 14:41:05
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.8061E-005	        -8.6112E-005	         1.2317E-004	         1.2822E-007	         2.8571E-007	         2.2910E-007	         1.3564E+002
 2	        -2.5877E-004	        -1.1837E-003	         1.2117E-003	         2.0477E-004	         9.3611E-004	         2.2205E-005	         2.1883E+002
 3	        -6.7629E-003	         2.2057E-003	         7.3786E-003	         6.3030E-003	         2.8384E-003	         9.0174E-004	         3.5398E+002
 4	         1.1949E-001	        -3.7329E-003	         2.0133E-001	         1.4582E-001	         1.8963E-001	         1.0498E-001	         3.5955E+002
 5	        -1.2586E+001	         1.5855E+000	         2.7725E+001	         1.5542E+001	         2.9526E+001	         1.3883E+001	         3.5856E+002
 6	         1.2605E+003	        -1.8232E+002	         2.8081E+003	         1.4555E+003	         2.8347E+003	         7.9712E+002	         3.5863E+002
 7	        -1.8608E+005	        -4.4596E+004	         3.7314E+005	         2.2440E+005	         3.8121E+005	         1.6785E+005	         1.9253E+000
 8	         7.9358E+006	        -8.3697E+006	         3.0415E+007	         2.3591E+007	         2.7111E+007	         1.2488E+007	         3.5418E+002
 9	        -1.0397E+009	         1.0279E+009	         4.7146E+009	         3.1500E+009	         5.4107E+009	         3.4221E+009	         3.5504E+002
10	         9.8489E+010	        -2.4262E+010	         4.3939E+011	         1.6829E+011	         4.9067E+011	         1.7042E+011	         3.5862E+002
