Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=19_#040.dat
Data.................: 25/01/2005
Hora.................: 14:43:44
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.7567E-005	        -8.7499E-005	         1.2379E-004	         1.9362E-007	         1.3261E-007	         1.9491E-007	         1.3502E+002
 2	        -2.8590E-004	        -1.1803E-003	         1.2145E-003	         2.2640E-004	         9.3333E-004	         2.0066E-005	         2.1819E+002
 3	        -6.8229E-003	         1.8778E-003	         7.3064E-003	         6.2888E-003	         2.7497E-003	         1.1164E-003	         3.5487E+002
 4	         1.3883E-001	        -4.6029E-002	         2.8494E-001	         1.9423E-001	         2.9870E-001	         1.7928E-001	         3.5541E+002
 5	        -1.3544E+001	         2.8542E+000	         2.9304E+001	         1.6283E+001	         3.3730E+001	         1.9425E+001	         3.5762E+002
 6	         1.5267E+003	        -4.4812E+002	         3.2759E+003	         1.7037E+003	         3.5886E+003	         1.7011E+003	         3.5727E+002
 7	        -1.3256E+005	        -4.2932E+004	         2.6745E+005	         2.0195E+005	         3.2508E+005	         2.4601E+005	         2.5637E+000
 8	         3.6613E+006	        -7.5622E+006	         4.4204E+007	         3.7061E+007	         3.6553E+007	         1.6677E+007	         3.5198E+002
 9	        -7.3457E+008	        -6.0027E+008	         4.2104E+009	         1.7532E+009	         4.6566E+009	         1.6503E+009	         4.3616E+000
10	         1.6984E+011	        -7.6915E+010	         4.4163E+011	         2.4283E+011	         5.7116E+011	         3.8176E+011	         3.5756E+002
