Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=-4_#017.dat
Data.................: 25/01/2005
Hora.................: 14:05:18
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.1691E-005	        -6.0589E-005	         1.0990E-004	         3.3924E-007	         3.1744E-007	         3.0261E-007	         1.4654E+002
 2	        -8.1967E-005	        -1.1786E-003	         1.1814E-003	         6.5559E-005	         9.3213E-004	         2.7517E-005	         2.2301E+002
 3	        -6.3143E-003	        -2.3168E-003	         7.3445E-003	         5.9258E-003	         4.7975E-003	         3.0909E-003	         6.7162E+000
 4	         1.7683E-001	        -1.3359E-002	         3.5571E-001	         2.1008E-001	         4.0773E-001	         2.4909E-001	         3.5892E+002
 5	        -9.4161E+000	         9.4380E+000	         4.9984E+001	         2.6160E+001	         5.3648E+001	         2.1997E+001	         3.5099E+002
 6	         1.4292E+003	         5.4291E+002	         4.6405E+003	         2.2024E+003	         6.0807E+003	         3.9235E+003	         3.4668E+000
 7	        -1.0306E+005	        -1.8976E+004	         5.1480E+005	         2.7549E+005	         5.7511E+005	         2.7808E+005	         1.4905E+000
 8	         1.4623E+007	        -2.1513E+006	         6.1180E+007	         4.4107E+007	         5.7977E+007	         2.5732E+007	         3.5895E+002
 9	        -9.8000E+008	         1.2551E+009	         8.3103E+009	         2.9376E+009	         9.3066E+009	         3.0444E+009	         3.5422E+002
10	         1.7454E+011	        -1.3143E+011	         7.9578E+011	         3.4922E+011	         9.1996E+011	         4.2742E+011	         3.5630E+002
