Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=10_#031.dat
Data.................: 25/01/2005
Hora.................: 14:28:02
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.0042E-005	        -7.6644E-005	         1.1825E-004	         1.9017E-007	         2.6104E-007	         2.4559E-007	         1.3960E+002
 2	        -1.9917E-004	        -1.2082E-003	         1.2246E-003	         1.5765E-004	         9.5556E-004	         2.6050E-005	         2.2032E+002
 3	        -6.4379E-003	         1.4202E-003	         6.7760E-003	         5.9146E-003	         2.2102E-003	         7.6418E-004	         3.5585E+002
 4	         4.7495E-002	         1.0029E-003	         2.3594E-001	         1.0331E-001	         2.6406E-001	         1.0733E-001	         3.0242E-001
 5	        -2.3743E+001	        -1.5276E+000	         3.4422E+001	         2.5834E+001	         2.7109E+001	         7.9176E+000	         7.3625E-001
 6	        -4.5742E+001	        -5.9170E+001	         2.5124E+003	         8.5174E+002	         2.7565E+003	         6.5951E+002	         1.8872E+002
 7	        -6.7497E+004	         6.3048E+004	         3.9677E+005	         1.5706E+005	         4.5525E+005	         1.9147E+005	         3.5385E+002
 8	         1.0998E+007	        -1.7361E+007	         3.6910E+007	         1.8565E+007	         3.8732E+007	         1.4418E+007	         3.5279E+002
 9	        -1.5411E+009	        -1.9775E+008	         4.2200E+009	         2.0943E+009	         4.4807E+009	         1.5930E+009	         8.1246E-001
10	         5.0845E+010	        -8.0750E+010	         3.4317E+011	         2.4760E+011	         3.4085E+011	         1.7726E+011	         3.5422E+002
