Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=13_#034.dat
Data.................: 25/01/2005
Hora.................: 14:32:59
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.9570E-005	        -8.0112E-005	         1.2017E-004	         1.5367E-007	         5.5250E-007	         4.6558E-007	         1.3819E+002
 2	        -2.2281E-004	        -1.2066E-003	         1.2270E-003	         1.7633E-004	         9.5492E-004	         4.3169E-005	         2.1977E+002
 3	        -6.4928E-003	         1.6248E-003	         8.0272E-003	         6.0260E-003	         5.2670E-003	         1.4746E-003	         3.5532E+002
 4	         1.4116E-001	        -3.3876E-003	         4.9404E-001	         1.5132E-001	         5.8917E-001	         2.6676E-001	         3.5966E+002
 5	        -1.0863E+001	         5.2836E+000	         5.3872E+001	         1.8556E+001	         6.8978E+001	         3.8871E+001	         3.5481E+002
 6	         1.2410E+002	        -1.1498E+003	         6.5928E+003	         2.1314E+003	         8.0867E+003	         3.9857E+003	         3.4603E+002
 7	        -8.3676E+004	         1.8827E+005	         7.6230E+005	         3.3727E+005	         8.7362E+005	         3.9771E+005	         3.5057E+002
 8	         7.0368E+006	        -1.1013E+007	         9.8894E+007	         3.8443E+007	         1.1552E+008	         5.1217E+007	         3.5282E+002
 9	        -9.2993E+008	         1.6001E+009	         9.9994E+009	         4.5445E+009	         1.1315E+010	         4.9173E+009	         3.5335E+002
10	         1.0390E+011	        -2.2082E+011	         1.3085E+012	         6.5687E+011	         1.4163E+012	         5.5187E+011	         3.5352E+002
