Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=20_#041.dat
Data.................: 25/01/2005
Hora.................: 14:45:19
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.7403E-005	        -8.8544E-005	         1.2442E-004	         1.5351E-007	         3.0545E-007	         2.7851E-007	         1.3463E+002
 2	        -2.8029E-004	        -1.1873E-003	         1.2200E-003	         2.2173E-004	         9.3921E-004	         3.1873E-005	         2.1836E+002
 3	        -6.8587E-003	         2.1548E-003	         7.6050E-003	         6.3935E-003	         3.3737E-003	         1.2244E-003	         3.5419E+002
 4	         1.8625E-001	        -2.8918E-002	         3.5419E-001	         2.2179E-001	         3.3522E-001	         1.2591E-001	         3.5779E+002
 5	        -1.2458E+001	         6.0152E+000	         3.6750E+001	         2.0748E+001	         4.1906E+001	         2.3372E+001	         3.5485E+002
 6	         1.9091E+003	        -1.0211E+003	         4.1070E+003	         2.2951E+003	         4.6325E+003	         2.5728E+003	         3.5531E+002
 7	        -2.0154E+005	         1.1182E+005	         5.1284E+005	         2.6491E+005	         5.7885E+005	         2.9321E+005	         3.5585E+002
 8	         1.3798E+007	        -1.5860E+007	         5.2665E+007	         2.1902E+007	         6.6753E+007	         3.9213E+007	         3.5388E+002
 9	        -1.3262E+009	         9.4154E+008	         5.6216E+009	         3.3363E+009	         6.4926E+009	         3.7616E+009	         3.5607E+002
10	         1.5910E+011	        -2.4422E+011	         7.5946E+011	         3.5285E+011	         9.5993E+011	         5.7932E+011	         3.5431E+002
