Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=5_#026.dat
Data.................: 25/01/2005
Hora.................: 14:20:16
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.0722E-005	        -7.0895E-005	         1.1514E-004	         3.0640E-007	         5.1701E-007	         5.3404E-007	         1.4199E+002
 2	        -1.5403E-004	        -1.2072E-003	         1.2171E-003	         1.2279E-004	         9.5503E-004	         3.4292E-005	         2.2136E+002
 3	        -6.6275E-003	        -5.7224E-004	         7.4895E-003	         6.2499E-003	         3.8800E-003	         1.5614E-003	         1.6449E+000
 4	         1.9953E-001	         1.5255E-002	         4.3003E-001	         2.6331E-001	         4.3891E-001	         2.0815E-001	         1.0931E+000
 5	        -2.0756E+001	         1.9576E+000	         5.0797E+001	         2.8618E+001	         5.5052E+001	         2.7072E+001	         3.5892E+002
 6	         7.9685E+002	        -2.1824E+002	         5.9575E+003	         2.3091E+003	         6.7478E+003	         2.5773E+003	         3.5745E+002
 7	        -5.4694E+004	         2.8132E+004	         6.9731E+005	         2.2772E+005	         8.1424E+005	         3.2820E+005	         3.5611E+002
 8	         8.9823E+006	        -1.0529E+007	         9.4702E+007	         5.2966E+007	         9.5015E+007	         2.5547E+007	         3.5381E+002
 9	        -1.0435E+009	         4.0077E+008	         9.5013E+009	         4.9696E+009	         1.0500E+010	         4.7202E+009	         3.5767E+002
10	         1.7254E+011	        -6.8141E+010	         1.1548E+012	         6.0928E+011	         1.1910E+012	         3.5659E+011	         3.5784E+002
