Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=-6_#015.dat
Data.................: 25/01/2005
Hora.................: 14:00:23
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.1791E-005	        -5.8382E-005	         1.0878E-004	         1.3754E-007	         2.3827E-007	         8.1941E-008	         1.4754E+002
 2	        -6.2711E-005	        -1.1669E-003	         1.1686E-003	         5.0732E-005	         9.2278E-004	         2.1795E-005	         2.2346E+002
 3	        -7.1153E-003	        -3.3002E-003	         8.0832E-003	         6.5171E-003	         3.7334E-003	         6.0941E-004	         8.2943E+000
 4	         1.9875E-001	         4.0629E-002	         2.9792E-001	         1.9957E-001	         2.5986E-001	         9.6275E-002	         2.8884E+000
 5	        -1.4148E+001	        -9.0368E+000	         3.3458E+001	         2.6530E+001	         2.8736E+001	         1.4171E+001	         6.5134E+000
 6	         1.4784E+003	         8.9812E+002	         4.4744E+003	         2.0618E+003	         5.0139E+003	         2.2335E+003	         5.2130E+000
 7	        -1.4628E+005	        -1.0161E+005	         4.3552E+005	         2.2722E+005	         4.5900E+005	         1.7572E+005	         4.9691E+000
 8	         9.1336E+006	         9.4287E+006	         3.3958E+007	         1.5055E+007	         4.1081E+007	         2.2356E+007	         5.7388E+000
 9	        -3.4590E+008	        -1.3403E+009	         5.1864E+009	         5.6520E+008	         6.5328E+009	         3.1049E+009	         8.3921E+000
10	         2.1835E+011	         1.5880E+011	         6.2826E+011	         3.2068E+011	         6.7093E+011	         2.6213E+011	         3.6026E+000
