Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=15_#036.dat
Data.................: 25/01/2005
Hora.................: 14:36:06
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.8582E-005	        -8.2756E-005	         1.2122E-004	         1.6764E-007	         3.3293E-007	         3.3386E-007	         1.3695E+002
 2	        -2.4447E-004	        -1.1921E-003	         1.2169E-003	         1.9361E-004	         9.4304E-004	         3.3994E-005	         2.1921E+002
 3	        -6.4224E-003	         2.5725E-003	         7.3379E-003	         5.8923E-003	         3.8198E-003	         1.3959E-003	         3.5272E+002
 4	         1.5960E-001	         8.2731E-003	         2.8615E-001	         1.8175E-001	         2.7685E-001	         1.2373E-001	         7.4184E-001
 5	        -2.0712E+001	         1.2451E+000	         3.6719E+001	         2.6462E+001	         3.8475E+001	         2.4554E+001	         3.5931E+002
 6	         1.3531E+003	        -1.6039E+003	         5.7384E+003	         1.6502E+003	         6.7745E+003	         2.8934E+003	         3.5169E+002
 7	        -2.1306E+005	        -1.2287E+004	         5.3372E+005	         3.6561E+005	         5.1399E+005	         2.2343E+005	         4.7150E-001
 8	         2.7842E+006	        -1.0142E+007	         4.2205E+007	         2.1566E+007	         5.1019E+007	         2.9305E+007	         3.5067E+002
 9	        -1.5680E+009	         3.4366E+008	         6.4551E+009	         3.9616E+009	         7.2694E+009	         4.1002E+009	         3.5863E+002
10	         1.1771E+011	        -1.3981E+011	         6.8955E+011	         4.3809E+011	         7.0395E+011	         3.1193E+011	         3.5501E+002
