Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=-8_#013.dat
Data.................: 25/01/2005
Hora.................: 13:57:15
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.2033E-005	        -5.5865E-005	         1.0766E-004	         2.6448E-007	         3.0144E-007	         2.8966E-007	         1.4874E+002
 2	        -3.0030E-005	        -1.1503E-003	         1.1508E-003	         2.8654E-005	         9.0978E-004	         2.6076E-005	         2.2425E+002
 3	        -7.6394E-003	        -2.9067E-003	         8.5631E-003	         7.1093E-003	         3.9765E-003	         1.5918E-003	         6.9437E+000
 4	         1.3588E-001	         7.5820E-002	         2.5288E-001	         1.4937E-001	         2.3595E-001	         7.4916E-002	         7.2905E+000
 5	        -1.6650E+001	        -4.7886E+000	         4.6527E+001	         3.2677E+001	         4.2730E+001	         1.6208E+001	         3.2091E+000
 6	         6.0367E+002	         2.2660E+003	         3.8511E+003	         1.5552E+003	         4.4885E+003	         2.2742E+003	         1.2514E+001
 7	        -1.0427E+005	        -1.0472E+005	         5.4173E+005	         2.9192E+005	         5.3107E+005	         6.5701E+004	         6.4463E+000
 8	         3.8454E+006	         1.3448E+007	         6.7348E+007	         2.7355E+007	         7.2062E+007	         1.7382E+007	         9.2553E+000
 9	        -1.5064E+009	        -1.8879E+009	         8.3217E+009	         5.9547E+009	         7.5249E+009	         2.5158E+009	         5.7125E+000
10	         1.1998E+011	        -8.4885E+008	         9.3557E+011	         5.4247E+011	         9.0780E+011	         1.6145E+011	         3.5996E+002
