Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=-12_#009.dat
Data.................: 25/01/2005
Hora.................: 13:49:55
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.2008E-005	        -5.1810E-005	         1.0559E-004	         3.3499E-007	         2.4713E-007	         3.5645E-007	         1.5062E+002
 2	        -2.0141E-005	        -1.1251E-003	         1.1255E-003	         2.8441E-005	         8.8972E-004	         2.0597E-005	         2.2449E+002
 3	        -8.6029E-003	        -4.3692E-003	         9.7976E-003	         8.1664E-003	         4.1416E-003	         1.6254E-003	         8.9750E+000
 4	         2.0017E-001	        -8.1255E-002	         4.3202E-001	         2.7113E-001	         5.5281E-001	         4.0049E-001	         3.5448E+002
 5	         1.2851E+001	        -1.4656E+001	         6.2364E+001	         7.4515E+001	         4.0307E+001	         4.9097E+001	         1.7025E+002
 6	         2.9921E+003	         4.3226E+003	         6.1221E+003	         3.7089E+003	         6.8379E+003	         4.4069E+003	         9.2181E+000
 7	        -6.3519E+005	         1.9709E+005	         8.5436E+005	         1.1233E+006	         9.0948E+005	         1.1205E+006	         3.5754E+002
 8	        -3.3325E+007	        -3.9557E+007	         8.8146E+007	         1.0811E+008	         1.2490E+008	         1.3415E+008	         1.8624E+002
 9	         2.1016E+009	        -7.2613E+009	         9.2011E+009	         9.4264E+009	         1.2009E+010	         1.1627E+010	         1.7179E+002
10	         1.1366E+012	         3.6004E+011	         1.3610E+012	         2.3208E+012	         4.0478E+011	         1.8472E+012	         1.7576E+000
