Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=3_#024.dat
Data.................: 25/01/2005
Hora.................: 14:16:50
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.0900E-005	        -6.8448E-005	         1.1379E-004	         3.6722E-007	         5.1675E-007	         5.8515E-007	         1.4302E+002
 2	        -1.3320E-004	        -1.2044E-003	         1.2119E-003	         1.0764E-004	         9.5316E-004	         4.2225E-005	         2.2184E+002
 3	        -7.1599E-003	        -7.2658E-004	         8.4728E-003	         6.6644E-003	         5.2084E-003	         1.8401E-003	         1.9315E+000
 4	         1.9511E-001	        -2.8486E-002	         5.3179E-001	         2.5879E-001	         6.4114E-001	         3.6971E-001	         3.5792E+002
 5	        -1.0985E+001	         1.4705E+000	         5.3870E+001	         1.7594E+001	         7.0461E+001	         4.0957E+001	         3.5848E+002
 6	         1.5369E+003	        -1.0086E+003	         5.4391E+003	         2.1847E+003	         7.0537E+003	         4.2722E+003	         3.5445E+002
 7	        -1.9987E+005	         6.1915E+004	         7.3488E+005	         3.2450E+005	         8.8397E+005	         4.6845E+005	         3.5754E+002
 8	         5.2585E+006	        -2.3098E+007	         8.2457E+007	         2.1903E+007	         9.9042E+007	         4.3333E+007	         3.5035E+002
 9	        -8.0512E+008	         1.4865E+009	         9.3928E+009	         4.7583E+009	         1.0486E+010	         4.7668E+009	         3.5316E+002
10	         1.2017E+011	        -1.9746E+011	         1.1812E+012	         5.1661E+011	         1.4078E+012	         7.1513E+011	         3.5413E+002
