Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=-2_#019.dat
Data.................: 25/01/2005
Hora.................: 14:08:50
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.1492E-005	        -6.2868E-005	         1.1101E-004	         2.1508E-007	         2.5692E-007	         2.0890E-007	         1.4551E+002
 2	        -1.0214E-004	        -1.1818E-003	         1.1863E-003	         8.1546E-005	         9.3459E-004	         2.3029E-005	         2.2253E+002
 3	        -6.5731E-003	        -2.1340E-003	         7.3680E-003	         6.2331E-003	         3.6503E-003	         2.0537E-003	         5.9954E+000
 4	         1.7980E-001	         9.7637E-002	         3.8045E-001	         2.3195E-001	         3.7163E-001	         1.5512E-001	         7.1259E+000
 5	        -1.6002E+001	        -6.0925E+000	         3.3236E+001	         2.0599E+001	         3.5650E+001	         1.9691E+001	         4.1686E+000
 6	         6.6136E+002	         2.3550E+003	         4.1368E+003	         1.4289E+003	         5.4897E+003	         3.4690E+003	         1.2386E+001
 7	        -1.5474E+005	        -1.6490E+005	         5.5413E+005	         2.4300E+005	         6.8047E+005	         3.8392E+005	         6.6888E+000
 8	         5.2336E+006	         1.3270E+007	         5.2605E+007	         1.3121E+007	         5.9905E+007	         1.8262E+007	         8.5595E+000
 9	        -5.1054E+008	        -2.0253E+009	         6.8080E+009	         2.6596E+009	         8.0966E+009	         3.9113E+009	         8.4279E+000
10	         1.6711E+011	         1.2012E+011	         7.1248E+011	         4.4507E+011	         7.5396E+011	         3.7053E+011	         3.5708E+000
