Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=6_#027.dat
Data.................: 25/01/2005
Hora.................: 14:21:51
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.0424E-005	        -7.2268E-005	         1.1575E-004	         2.8679E-007	         5.3835E-007	         5.1611E-007	         1.4137E+002
 2	        -1.6400E-004	        -1.1990E-003	         1.2102E-003	         1.2968E-004	         9.4882E-004	         4.0715E-005	         2.2111E+002
 3	        -6.7667E-003	        -6.5458E-004	         7.7944E-003	         6.3106E-003	         4.4318E-003	         1.6676E-003	         1.8418E+000
 4	         1.5559E-001	         7.0062E-003	         4.9603E-001	         2.2740E-001	         5.4061E-001	         2.0975E-001	         6.4457E-001
 5	        -2.6003E+001	         3.5588E+000	         5.1258E+001	         2.8152E+001	         5.2125E+001	         1.9938E+001	         3.5844E+002
 6	         1.1246E+002	         1.9880E+002	         6.5778E+003	         1.1538E+003	         7.6393E+003	         2.3700E+003	         1.0084E+001
 7	        -1.5679E+005	         3.2388E+004	         7.6050E+005	         3.9404E+005	         8.1393E+005	         3.1524E+005	         3.5833E+002
 8	        -6.5429E+006	        -1.2714E+007	         7.9388E+007	         3.0903E+007	         9.1471E+007	         3.8415E+007	         1.8785E+002
 9	        -1.6194E+009	         2.3986E+008	         9.7585E+009	         5.4137E+009	         1.0585E+010	         4.7634E+009	         3.5906E+002
10	        -2.4233E+010	        -1.3140E+011	         1.2215E+012	         6.1298E+011	         1.3057E+012	         4.6660E+011	         1.8796E+002
