Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=1_#022.dat
Data.................: 25/01/2005
Hora.................: 14:13:45
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.1417E-005	        -6.5988E-005	         1.1275E-004	         2.8265E-007	         5.2164E-007	         4.4573E-007	         1.4418E+002
 2	        -1.1037E-004	        -1.2092E-003	         1.2144E-003	         8.9728E-005	         9.5725E-004	         4.9396E-005	         2.2239E+002
 3	        -6.9624E-003	        -4.1946E-004	         8.2784E-003	         6.5345E-003	         5.0258E-003	         1.6010E-003	         1.1492E+000
 4	         7.9467E-002	        -2.5396E-002	         5.1029E-001	         1.2095E-001	         5.8205E-001	         1.7347E-001	         3.5557E+002
 5	        -1.8087E+001	         2.1419E+001	         6.0979E+001	         2.1473E+001	         7.2644E+001	         3.5871E+001	         3.5004E+002
 6	         1.5343E+003	        -1.4634E+003	         6.0394E+003	         3.0010E+003	         6.7959E+003	         3.2456E+003	         3.5273E+002
 7	        -8.0637E+004	         1.1094E+005	         7.4247E+005	         1.9399E+005	         8.8861E+005	         3.7622E+005	         3.5229E+002
 8	         5.4143E+006	        -1.5082E+007	         8.9803E+007	         3.6663E+007	         9.8094E+007	         3.0430E+007	         3.5122E+002
 9	        -2.5500E+009	         1.5566E+009	         1.0436E+010	         3.7857E+009	         1.1963E+010	         4.7486E+009	         3.5651E+002
10	         1.1721E+011	        -2.0200E+011	         1.3504E+012	         4.4296E+011	         1.5390E+012	         5.4073E+011	         3.5401E+002
