Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Ima\BobinaGirante_vs4.1\gap300_X=9_#030.dat
Data.................: 25/01/2005
Hora.................: 14:26:29
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.0062E-005	        -7.5676E-005	         1.1763E-004	         2.3000E-007	         2.5515E-007	         3.3693E-007	         1.3996E+002
 2	        -1.9074E-004	        -1.2071E-003	         1.2222E-003	         1.5139E-004	         9.5444E-004	         1.4646E-005	         2.2051E+002
 3	        -6.6920E-003	         5.3107E-004	         6.8283E-003	         6.1693E-003	         1.4771E-003	         8.5825E-004	         3.5849E+002
 4	         1.2834E-001	        -8.7444E-002	         1.8828E-001	         1.4707E-001	         1.4395E-001	         7.4681E-002	         3.5143E+002
 5	        -1.4819E+001	         3.1935E+000	         1.9331E+001	         1.8058E+001	         1.3507E+001	         9.9447E+000	         3.5757E+002
 6	         1.6912E+003	        -1.1475E+002	         2.4160E+003	         2.1470E+003	         1.8613E+003	         1.1730E+003	         3.5935E+002
 7	        -1.5533E+005	         8.3344E+004	         2.4386E+005	         2.2308E+005	         2.0032E+005	         1.4527E+005	         3.5597E+002
 8	         1.4218E+007	        -8.7075E+006	         2.8518E+007	         1.9369E+007	         2.6984E+007	         1.1407E+007	         3.5606E+002
 9	        -1.5096E+009	         5.8908E+008	         3.1439E+009	         2.2748E+009	         2.7628E+009	         9.0429E+008	         3.5763E+002
10	         1.6094E+011	        -4.7681E+010	         3.5310E+011	         2.1858E+011	         3.6113E+011	         1.6081E+011	         3.5835E+002
