Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap27\Translado27_X=13_#034.dat
Data.................: 16/02/2005
Hora.................: 10:32:41
Ganho................: 10
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         2.8811E-005	        -6.7732E-005	         7.3606E-005	         2.9328E-007	         3.4217E-007	         2.5987E-007	         1.1304E+002
 2	        -1.3802E-002	        -1.9896E-002	         2.4214E-002	         1.0911E-002	         1.5729E-002	         2.1693E-005	         2.0763E+002
 3	        -1.2220E+000	        -1.7365E+000	         2.1233E+000	         1.1155E+000	         1.5852E+000	         4.2844E-003	         1.8289E+001
 4	         2.2833E+001	        -4.1707E+001	         4.7551E+001	         2.2110E+001	         4.0393E+001	         8.0760E-001	         3.4467E+002
 5	         1.4476E+004	         1.4602E+004	         2.0561E+004	         1.4476E+004	         1.4602E+004	         1.0689E+002	         1.8905E+002
 6	         8.1499E+005	         1.4745E+006	         1.6848E+006	         8.3187E+005	         1.5050E+006	         9.7176E+003	         1.0178E+001
 7	        -1.4537E+007	        -7.8486E+005	         1.4575E+007	         1.5103E+007	         1.1349E+006	         1.2957E+006	         4.4150E-001
 8	        -2.5391E+009	        -5.9718E+009	         6.4895E+009	         2.6562E+009	         6.2456E+009	         2.3263E+007	         1.8837E+002
 9	        -1.9033E+011	        -2.8070E+011	         3.3920E+011	         2.0099E+011	         2.9627E+011	         1.7915E+010	         6.2068E+000
10	        -1.1317E+013	         3.8193E+012	         1.2040E+013	         1.2153E+013	         4.2029E+012	         1.4143E+012	         1.7814E+002
