Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap27\Translado27_X=-19_#002.dat
Data.................: 16/02/2005
Hora.................: 09:25:01
Ganho................: 10
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         5.6477E-005	        -1.9802E-004	         2.0591E-004	         4.0072E-007	         6.3355E-007	         6.4474E-007	         1.0592E+002
 2	         2.3619E-002	         4.3483E-002	         4.9484E-002	         1.8672E-002	         3.4376E-002	         2.3356E-005	         3.0745E+001
 3	        -2.3831E+000	        -4.5515E+000	         5.1376E+000	         2.1755E+000	         4.1549E+000	         2.1964E-003	         2.0788E+001
 4	        -1.0693E+002	         8.9014E+001	         1.3913E+002	         1.0354E+002	         8.6188E+001	         4.5902E-001	         1.7006E+002
 5	         2.3564E+004	         2.1133E+004	         3.1653E+004	         2.3564E+004	         2.1133E+004	         5.3672E+001	         1.8838E+002
 6	         1.5037E+005	        -6.6569E+005	         6.8247E+005	         1.5350E+005	         6.7945E+005	         5.4879E+003	         3.4712E+002
 7	        -1.2251E+008	        -7.5013E+007	         1.4365E+008	         1.2681E+008	         7.7655E+007	         1.0688E+006	         4.4970E+000
 8	        -7.0816E+008	         1.2226E+009	         1.4149E+009	         7.4216E+008	         1.2822E+009	         6.7521E+007	         1.7251E+002
 9	         5.3542E+011	         2.1607E+011	         5.7753E+011	         5.6456E+011	         2.2831E+011	         1.4823E+010	         1.8244E+002
10	         8.7664E+012	         4.9147E+012	         1.0119E+013	         9.3637E+012	         5.4320E+012	         1.3475E+012	         2.9276E+000
