Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap27\Translado27_X=4_#025.dat
Data.................: 16/02/2005
Hora.................: 10:14:00
Ganho................: 10
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.6637E-005	         2.1825E-005	         8.9347E-005	         5.4932E-007	         8.2865E-007	         4.4504E-007	         1.9414E+002
 2	        -3.2030E-003	        -5.9317E-003	         6.7416E-003	         2.5330E-003	         4.6899E-003	         4.9074E-005	         2.1082E+002
 3	        -3.8118E-002	        -4.9990E-001	         5.0136E-001	         3.4921E-002	         4.5643E-001	         8.7777E-003	         2.8547E+001
 4	         1.8685E+000	         3.2312E+001	         3.2368E+001	         1.8472E+000	         3.1298E+001	         8.2691E-001	         2.1673E+001
 5	        -2.8930E+003	        -1.3037E+003	         3.1745E+003	         2.8939E+003	         1.3076E+003	         7.4061E+001	         4.8517E+000
 6	        -2.7360E+005	        -3.9691E+005	         4.8210E+005	         2.7926E+005	         4.0519E+005	         7.7336E+003	         1.8924E+002
 7	         3.1570E+006	        -1.1631E+007	         1.2061E+007	         3.3150E+006	         1.2060E+007	         7.4223E+005	         1.6931E+002
 8	         1.6040E+009	         1.3451E+009	         2.0934E+009	         1.6783E+009	         1.4072E+009	         5.9023E+007	         4.9979E+000
 9	         8.6192E+010	         1.0714E+011	         1.3781E+011	         9.1056E+010	         1.1358E+011	         8.9820E+009	         1.8569E+002
10	        -4.4453E+012	        -1.0803E+012	         4.7666E+012	         4.9270E+012	         1.6495E+012	         1.1006E+012	         1.8137E+002
