Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap27\Translado27_X=0_#021.dat
Data.................: 16/02/2005
Hora.................: 10:04:41
Ganho................: 10
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.9103E-005	         3.2916E-005	         1.0443E-004	         4.9959E-007	         5.5699E-007	         5.0339E-007	         1.9837E+002
 2	        -2.3953E-003	        -7.5206E-004	         2.5108E-003	         1.8947E-003	         5.9563E-004	         6.4489E-005	         1.8872E+002
 3	        -1.6964E-001	        -8.0953E-001	         8.2713E-001	         1.5498E-001	         7.3905E-001	         9.4670E-003	         2.6055E+001
 4	         8.6007E+000	         9.9490E+000	         1.3162E+001	         8.3680E+000	         9.6596E+000	         9.0453E-001	         1.2289E+001
 5	         1.4749E+003	         2.7789E+003	         3.1466E+003	         1.4771E+003	         2.7791E+003	         5.6713E+001	         1.9241E+002
 6	        -1.0629E+005	        -2.6949E+004	         1.1005E+005	         1.1029E+005	         3.0645E+004	         2.1691E+004	         1.8237E+002
 7	        -9.3542E+006	        -9.2028E+006	         1.3247E+007	         9.8076E+006	         9.6737E+006	         1.0842E+006	         6.3618E+000
 8	        -2.4887E+007	        -7.3707E+008	         7.4519E+008	         1.1921E+008	         7.8107E+008	         1.2299E+008	         1.9101E+002
 9	        -1.1303E+010	        -5.3665E+008	         1.5224E+010	         1.7189E+010	         8.2058E+009	         9.5313E+009	         3.0204E-001
10	         2.7754E+012	         4.8052E+012	         5.7789E+012	         3.4421E+012	         5.5026E+012	         2.0571E+012	         5.9990E+000
