Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap27\Translado27_X=17_#038.dat
Data.................: 16/02/2005
Hora.................: 10:39:03
Ganho................: 10
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	        -4.1585E-005	        -1.7160E-004	         1.7657E-004	         6.6524E-007	         4.8222E-007	         5.6639E-007	         7.6378E+001
 2	        -1.7897E-002	        -3.0651E-002	         3.5494E-002	         1.4149E-002	         2.4232E-002	         6.3514E-005	         2.0986E+002
 3	         7.9911E-001	        -7.8275E-002	         8.0296E-001	         7.2949E-001	         7.1710E-002	         3.2574E-003	         1.7814E+002
 4	         3.2485E+002	         3.6426E+002	         4.8807E+002	         3.1454E+002	         3.5269E+002	         7.7447E-001	         1.2068E+001
 5	         1.7958E+004	         2.8140E+004	         3.3382E+004	         1.7958E+004	         2.8140E+004	         4.1383E+001	         1.9149E+002
 6	        -8.9355E+005	        -9.1768E+005	         1.2809E+006	         9.1199E+005	         9.3661E+005	         4.7282E+003	         1.8763E+002
 7	        -1.2181E+008	        -1.7677E+008	         2.1468E+008	         1.2609E+008	         1.8298E+008	         7.9014E+005	         7.9185E+000
 8	        -5.7306E+008	         5.3348E+007	         5.8701E+008	         6.0456E+008	         1.3370E+008	         6.6421E+007	         1.7934E+002
 9	         5.5994E+011	         8.0169E+011	         9.7794E+011	         5.9045E+011	         8.4514E+011	         1.5721E+010	         1.8612E+002
10	         1.8608E+013	         1.3400E+013	         2.3055E+013	         1.9851E+013	         1.4447E+013	         2.0224E+012	         3.5759E+000
