Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=-7_#014.dat
Data.................: 10/02/2005
Hora.................: 09:27:48
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.3047E-005	        -1.5561E-005	         8.4494E-005	         8.3602E-007	         4.2134E-007	         7.8894E-007	         1.6939E+002
 2	         2.0767E-004	         8.4230E-003	         8.4256E-003	         1.6598E-004	         6.6590E-003	         1.9966E-005	         4.4294E+001
 3	        -1.4753E-002	        -6.1807E-001	         6.1825E-001	         1.3930E-002	         5.6424E-001	         5.0433E-003	         2.9544E+001
 4	        -4.9045E-001	        -1.2925E+000	         1.4983E+000	         7.3822E-001	         1.4676E+000	         6.9995E-001	         1.9730E+002
 5	         1.1611E+002	         7.9727E+001	         1.4306E+002	         1.2983E+002	         8.1581E+001	         5.3745E+001	         1.8690E+002
 6	        -1.6636E+003	         4.9996E+003	         6.6959E+003	         4.5883E+003	         6.7573E+003	         4.0563E+003	         1.6807E+002
 7	        -6.5436E+004	         7.9585E+005	         1.2033E+006	         6.9090E+005	         1.3518E+006	         7.8015E+005	         3.4781E+002
 8	         2.4044E+007	        -6.4302E+007	         1.1315E+008	         7.0912E+007	         1.3660E+008	         9.1758E+007	         3.5131E+002
 9	        -3.8555E+009	        -5.4577E+009	         1.2134E+010	         1.2766E+010	         8.6510E+009	         7.7435E+009	         6.0846E+000
10	        -4.9078E+011	         4.5733E+011	         1.7743E+012	         1.7630E+012	         1.4489E+012	         1.1526E+012	         1.7570E+002
