Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=2_#023.dat
Data.................: 10/02/2005
Hora.................: 09:43:42
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.3550E-005	         1.3099E-005	         8.4572E-005	         2.8468E-007	         4.7992E-007	         3.4592E-007	         1.8891E+002
 2	         3.4751E-004	        -2.1069E-003	         2.1356E-003	         2.7676E-004	         1.6663E-003	         4.7078E-005	         3.1968E+002
 3	         6.0972E-002	        -5.1469E-001	         5.1830E-001	         5.5812E-002	         4.6986E-001	         4.4449E-003	         1.5225E+002
 4	         6.6354E+000	         1.1639E+001	         1.3399E+001	         6.4316E+000	         1.1271E+001	         2.5839E-001	         1.5078E+001
 5	         2.0089E+002	         6.1707E+002	         6.4983E+002	         2.0305E+002	         6.1833E+002	         3.1557E+001	         1.9439E+002
 6	         7.3986E+003	         1.1036E+004	         1.4054E+004	         8.3827E+003	         1.2789E+004	         4.8719E+003	         9.3603E+000
 7	        -2.1821E+005	        -2.3608E+005	         4.4129E+005	         3.9377E+005	         3.0719E+005	         1.5637E+005	         6.7504E+000
 8	        -1.1470E+007	         1.6281E+007	         9.8736E+007	         7.3447E+007	         9.2079E+007	         4.1821E+007	         1.7315E+002
 9	        -2.5930E+009	        -5.3617E+009	         8.9579E+009	         6.5823E+009	         8.6221E+009	         4.7211E+009	         7.1323E+000
10	        -6.7197E+010	         8.0210E+010	         1.2677E+012	         6.5360E+011	         1.5808E+012	         9.5844E+011	         1.7500E+002
