Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=1_#022.dat
Data.................: 10/02/2005
Hora.................: 09:42:07
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.3619E-005	         1.4497E-005	         8.4867E-005	         3.8490E-007	         1.9791E-007	         3.4984E-007	         1.8984E+002
 2	         2.3763E-004	        -1.0717E-003	         1.0986E-003	         1.9338E-004	         8.4771E-004	         2.1946E-005	         3.2125E+002
 3	         4.0279E-002	        -5.5261E-001	         5.5408E-001	         3.6946E-002	         5.0448E-001	         4.1630E-003	         1.5139E+002
 4	         5.8825E+000	         9.1876E+000	         1.0912E+001	         5.7029E+000	         8.8988E+000	         2.6825E-001	         1.4343E+001
 5	         2.5693E+002	         5.7238E+002	         6.2764E+002	         2.5712E+002	         5.7422E+002	         4.2854E+001	         1.9317E+002
 6	         4.0913E+003	         9.3578E+003	         1.0442E+004	         5.4095E+003	         1.1556E+004	         6.9456E+003	         1.1064E+001
 7	        -3.4649E+005	        -6.0394E+005	         9.7366E+005	         7.1726E+005	         7.9981E+005	         2.3605E+005	         8.5938E+000
 8	         6.6919E+006	        -8.5518E+006	         8.5714E+007	         7.5457E+007	         7.8212E+007	         5.1437E+007	         3.5351E+002
 9	        -5.9970E+008	         5.5560E+009	         1.1388E+010	         9.4458E+009	         9.7929E+009	         5.2312E+009	         3.5068E+002
10	         1.4558E+011	         5.9656E+011	         1.1969E+012	         1.2937E+012	         9.6098E+011	         9.2391E+011	         7.6286E+000
