Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=13_#034.dat
Data.................: 10/02/2005
Hora.................: 10:09:15
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.0622E-004	        -4.5156E-005	         1.1542E-004	         5.4299E-007	         3.4146E-007	         5.1809E-007	         1.5697E+002
 2	         5.4838E-003	        -5.4181E-003	         7.7089E-003	         4.3354E-003	         4.2834E-003	         2.4325E-005	         3.3767E+002
 3	         4.7581E-001	         3.7300E-001	         6.0459E-001	         4.3436E-001	         3.4050E-001	         1.5137E-003	         1.9270E+002
 4	         1.8880E+001	         4.1317E+001	         4.5427E+001	         1.8282E+001	         4.0007E+001	         3.4974E-001	         1.6360E+001
 5	         8.4401E+001	         3.1556E+002	         3.2797E+002	         9.4137E+001	         3.1928E+002	         5.4984E+001	         1.9501E+002
 6	        -2.2449E+004	        -3.1982E+004	         3.9249E+004	         2.3040E+004	         3.2857E+004	         1.7088E+003	         1.8916E+002
 7	        -1.5046E+006	        -1.5682E+006	         2.2455E+006	         1.6132E+006	         1.8629E+006	         7.8317E+005	         6.5980E+000
 8	         1.3276E+006	         8.0493E+006	         4.3387E+007	         2.7283E+007	         4.4319E+007	         1.9129E+007	         1.0079E+001
 9	         2.7785E+009	        -8.6306E+008	         7.8484E+009	         8.2752E+009	         5.2252E+009	         4.4677E+009	         1.7808E+002
10	         4.7561E+011	         1.8222E+011	         9.9374E+011	         9.5436E+011	         8.2381E+011	         6.2250E+011	         2.0964E+000
