Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=-13_#008.dat
Data.................: 10/02/2005
Hora.................: 09:17:40
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.1572E-005	        -8.8251E-005	         1.2018E-004	         4.9401E-007	         1.7855E-007	         4.5368E-007	         1.3275E+002
 2	         1.8459E-004	         1.5482E-002	         1.5483E-002	         1.4872E-004	         1.2240E-002	         4.8540E-005	         4.4658E+001
 3	         3.8512E-002	        -5.7801E-001	         5.7929E-001	         3.5208E-002	         5.2767E-001	         5.6545E-003	         1.5127E+002
 4	        -6.2848E+000	        -3.5909E+000	         7.2689E+000	         6.1104E+000	         3.5302E+000	         3.5526E-001	         1.8744E+002
 5	         3.0538E+002	         2.4437E+002	         3.9608E+002	         3.0729E+002	         2.5469E+002	         3.7952E+001	         1.8773E+002
 6	        -5.4369E+003	        -2.1435E+004	         2.2328E+004	         6.5283E+003	         2.2306E+004	         4.3436E+003	         1.9263E+002
 7	         1.7374E+004	         1.1270E+006	         1.3953E+006	         7.9118E+005	         1.4464E+006	         7.1518E+005	         1.9273E+002
 8	         6.4448E+007	         2.7772E+007	         1.1793E+008	         1.2182E+008	         8.1074E+007	         6.9267E+007	         2.9140E+000
 9	        -1.5471E+009	        -1.1036E+009	         7.3947E+009	         7.5933E+009	         5.0569E+009	         3.9218E+009	         3.9444E+000
10	        -1.8843E+011	         5.3345E+010	         9.7887E+011	         9.3758E+011	         7.6612E+011	         5.2255E+011	         1.7842E+002
