Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=11_#032.dat
Data.................: 10/02/2005
Hora.................: 10:05:42
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.7521E-005	        -3.3356E-005	         1.0307E-004	         3.5893E-007	         4.3289E-007	         2.1606E-007	         1.6112E+002
 2	         3.8507E-003	        -6.5332E-003	         7.5837E-003	         3.0446E-003	         5.1652E-003	         4.4714E-005	         3.3026E+002
 3	         3.7369E-001	         1.2965E-001	         3.9556E-001	         3.4114E-001	         1.1845E-001	         3.4187E-003	         1.8638E+002
 4	         1.7009E+001	         3.6943E+001	         4.0672E+001	         1.6470E+001	         3.5773E+001	         3.9789E-001	         1.6320E+001
 5	         2.3190E+002	         5.9079E+002	         6.3507E+002	         2.3416E+002	         5.9239E+002	         4.8165E+001	         1.9371E+002
 6	        -9.3822E+003	        -1.2877E+004	         1.6416E+004	         1.0693E+004	         1.3433E+004	         3.2866E+003	         1.8899E+002
 7	        -8.9463E+005	        -1.6077E+006	         2.0371E+006	         1.3761E+006	         1.7758E+006	         6.8118E+005	         8.7008E+000
 8	        -5.9300E+007	         1.7682E+007	         8.4640E+007	         8.8040E+007	         3.4869E+007	         2.4703E+007	         1.7792E+002
 9	         2.4419E+009	         5.5864E+009	         1.3923E+010	         1.0193E+010	         1.3874E+010	         7.6945E+009	         1.8738E+002
10	        -3.3654E+010	         6.8817E+010	         1.2971E+012	         1.1329E+012	         1.1603E+012	         7.2623E+011	         1.7361E+002
