Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=9_#030.dat
Data.................: 10/02/2005
Hora.................: 10:01:30
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         9.1211E-005	        -2.0535E-005	         9.3495E-005	         5.1579E-007	         4.1356E-007	         4.5175E-007	         1.6731E+002
 2	         2.5471E-003	        -6.6954E-003	         7.1636E-003	         2.0141E-003	         5.2932E-003	         2.4453E-005	         3.2541E+002
 3	         2.7919E-001	        -7.5626E-002	         2.8926E-001	         2.5486E-001	         6.9109E-002	         1.6873E-003	         1.7495E+002
 4	         1.4717E+001	         3.1651E+001	         3.4906E+001	         1.4251E+001	         3.0648E+001	         2.6889E-001	         1.6266E+001
 5	         2.8942E+002	         7.2050E+002	         7.7714E+002	         2.9082E+002	         7.2185E+002	         3.7820E+001	         1.9362E+002
 6	        -3.4636E+002	        -2.7323E+003	         6.1588E+003	         1.1022E+003	         8.4559E+003	         5.1849E+003	         1.9380E+002
 7	        -6.3548E+005	        -1.0390E+006	         1.3414E+006	         8.8976E+005	         1.2028E+006	         5.0403E+005	         8.3640E+000
 8	        -4.3331E+007	        -9.9094E+006	         7.1315E+007	         7.5998E+007	         4.1827E+007	         3.8425E+007	         1.8161E+002
 9	        -1.7925E+009	         1.0223E+009	         1.0233E+010	         7.8428E+009	         9.1675E+009	         3.9050E+009	         3.5670E+002
10	         4.4090E+011	         2.0641E+011	         1.3382E+012	         8.9212E+011	         1.2707E+012	         4.4909E+011	         2.5087E+000
