Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=-11_#010.dat
Data.................: 10/02/2005
Hora.................: 09:20:55
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.1756E-005	        -5.8924E-005	         1.0078E-004	         2.3325E-007	         3.7105E-007	         1.7287E-007	         1.4422E+002
 2	         3.1585E-004	         1.3170E-002	         1.3173E-002	         2.5113E-004	         1.0412E-002	         8.2084E-006	         4.4313E+001
 3	         7.4555E-003	        -5.8959E-001	         5.8965E-001	         8.0389E-003	         5.3823E-001	         3.1557E-003	         1.5024E+002
 4	        -3.7605E+000	        -2.6586E+000	         4.6062E+000	         3.6523E+000	         2.5832E+000	         3.4476E-001	         1.8881E+002
 5	         2.3630E+002	         1.0640E+002	         2.5993E+002	         2.4027E+002	         1.0895E+002	         4.3952E+001	         1.8485E+002
 6	        -6.8559E+003	        -9.8777E+003	         1.2321E+004	         8.1786E+003	         1.1817E+004	         6.8486E+003	         1.8921E+002
 7	         3.0713E+004	         8.9376E+005	         9.6658E+005	         2.9526E+005	         1.1034E+006	         5.2889E+005	         1.9258E+002
 8	         6.8625E+007	        -8.6570E+006	         8.4485E+007	         8.5093E+007	         5.0227E+007	         3.9861E+007	         3.5910E+002
 9	         5.0505E+009	        -1.8561E+009	         8.3791E+009	         9.4967E+009	         5.6812E+009	         6.2228E+009	         1.7776E+002
10	         4.5800E+010	        -3.2559E+011	         8.3126E+011	         5.6989E+011	         7.9291E+011	         3.2134E+011	         3.5180E+002
