Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=-12_#009.dat
Data.................: 10/02/2005
Hora.................: 09:19:21
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.1500E-005	        -7.2905E-005	         1.0935E-004	         1.7121E-007	         4.0013E-007	         2.8657E-007	         1.3819E+002
 2	         2.8186E-004	         1.4324E-002	         1.4327E-002	         2.2612E-004	         1.1324E-002	         3.6918E-005	         4.4436E+001
 3	         2.0166E-002	        -5.8330E-001	         5.8366E-001	         1.8854E-002	         5.3248E-001	         2.0418E-003	         1.5066E+002
 4	        -4.9114E+000	        -3.0832E+000	         5.8044E+000	         4.7730E+000	         2.9953E+000	         3.8355E-001	         1.8803E+002
 5	         2.7054E+002	         1.9577E+002	         3.3572E+002	         2.7281E+002	         2.0069E+002	         4.1152E+001	         1.8718E+002
 6	        -6.9689E+003	        -1.4038E+004	         1.6741E+004	         9.8052E+003	         1.4447E+004	         2.3877E+003	         1.9060E+002
 7	         1.2425E+005	         8.3332E+005	         9.3517E+005	         4.5025E+005	         8.9101E+005	         1.7382E+005	         1.9165E+002
 8	         3.1791E+007	        -1.8173E+007	         6.8509E+007	         6.3458E+007	         4.2063E+007	         1.1787E+007	         3.5628E+002
 9	        -3.5825E+009	        -1.7193E+009	         6.5541E+009	         4.8244E+009	         6.5621E+009	         3.8513E+009	         2.8485E+000
10	        -5.3945E+011	        -3.6704E+011	         8.9750E+011	         8.1765E+011	         8.0443E+011	         6.0165E+011	         1.8342E+002
