Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=-2_#019.dat
Data.................: 10/02/2005
Hora.................: 09:37:20
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.3177E-005	         1.2166E-005	         8.4062E-005	         3.9983E-007	         3.0301E-007	         4.1084E-007	         1.8832E+002
 2	         1.0952E-004	         2.3400E-003	         2.3427E-003	         8.8655E-005	         1.8501E-003	         1.8897E-005	         4.3660E+001
 3	         4.8127E-003	        -6.0770E-001	         6.0772E-001	         5.2380E-003	         5.5476E-001	         3.6445E-003	         1.5015E+002
 4	         3.3196E+000	         3.5434E+000	         4.8955E+000	         3.2638E+000	         3.4905E+000	         4.9568E-001	         1.1717E+001
 5	         1.9217E+002	         3.8862E+002	         4.3546E+002	         1.9825E+002	         3.9703E+002	         8.2993E+001	         1.9274E+002
 6	         3.5977E+003	         1.7880E+004	         1.8828E+004	         5.9113E+003	         2.0033E+004	         7.9026E+003	         1.3104E+001
 7	        -4.0251E+005	        -3.1330E+005	         9.3309E+005	         5.3596E+005	         9.3216E+005	         3.3813E+005	         5.4137E+000
 8	        -5.6327E+006	        -5.8875E+007	         8.2519E+007	         5.7806E+007	         8.1602E+007	         4.5114E+007	         1.9057E+002
 9	        -9.2125E+007	         1.3911E+009	         9.9068E+009	         5.4277E+009	         1.1294E+010	         5.8818E+009	         3.5042E+002
10	         5.1365E+011	         1.0453E+012	         2.1382E+012	         1.6968E+012	         1.8789E+012	         9.2957E+011	         6.3830E+000
