Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=-14_#007.dat
Data.................: 10/02/2005
Hora.................: 09:16:06
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.0871E-005	        -1.0436E-004	         1.3203E-004	         5.5315E-007	         5.9547E-007	         3.1692E-007	         1.2777E+002
 2	         9.8920E-005	         1.6630E-002	         1.6631E-002	         8.8576E-005	         1.3148E-002	         2.6369E-005	         4.4830E+001
 3	         5.8474E-002	        -5.6637E-001	         5.6939E-001	         5.3497E-002	         5.1704E-001	         4.7687E-003	         1.5196E+002
 4	        -7.6201E+000	        -4.7057E+000	         8.9600E+000	         7.3995E+000	         4.5603E+000	         5.1335E-001	         1.8792E+002
 5	         3.4671E+002	         3.2766E+002	         4.7852E+002	         3.5219E+002	         3.3148E+002	         6.7713E+001	         1.8868E+002
 6	        -1.2043E+003	        -2.1261E+004	         2.1812E+004	         5.2417E+003	         2.2692E+004	         6.4957E+003	         1.9446E+002
 7	        -1.9354E+005	         2.6553E+005	         6.7531E+005	         8.1812E+005	         5.1626E+005	         6.2055E+005	         3.5230E+002
 8	         4.5318E+007	         2.7811E+006	         7.7533E+007	         7.1349E+007	         5.1920E+007	         2.4377E+007	         4.3897E-001
 9	        -1.7985E+008	         7.4398E+008	         5.6332E+009	         5.5365E+009	         4.0184E+009	         2.6861E+009	         3.5151E+002
10	         2.4402E+011	        -1.4465E+011	         1.0464E+012	         6.5073E+011	         1.1486E+012	         6.1975E+011	         3.5693E+002
