Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=19_#040.dat
Data.................: 10/02/2005
Hora.................: 10:21:31
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         1.5862E-004	        -5.6066E-005	         1.6823E-004	         5.3701E-007	         4.8462E-007	         4.7426E-007	         1.6053E+002
 2	         1.2914E-002	         3.2945E-003	         1.3327E-002	         1.0209E-002	         2.6046E-003	         3.0266E-005	         7.1558E+000
 3	         7.3984E-001	         1.0860E+000	         1.3140E+000	         6.7538E-001	         9.9135E-001	         2.9028E-003	         1.9858E+002
 4	         8.1681E+000	         3.1687E+001	         3.2725E+001	         7.9181E+000	         3.0682E+001	         2.3833E-001	         1.8886E+001
 5	        -1.0326E+003	        -1.3426E+003	         1.6940E+003	         1.0330E+003	         1.3431E+003	         3.3806E+001	         1.0487E+001
 6	        -3.7750E+004	        -6.5506E+004	         7.5841E+004	         3.8849E+004	         6.7188E+004	         4.9467E+003	         1.9001E+002
 7	         9.1987E+005	         5.4048E+005	         1.0874E+006	         9.9443E+005	         6.3959E+005	         3.5109E+005	         1.8435E+002
 8	         1.0654E+008	         9.1327E+007	         1.4289E+008	         1.1400E+008	         1.0549E+008	         4.0976E+007	         5.0755E+000
 9	        -5.7558E+008	         6.5185E+009	         9.2779E+009	         5.4083E+009	         9.8572E+009	         4.9763E+009	         3.5056E+002
10	         3.8063E+011	         5.8445E+011	         1.6821E+012	         1.3532E+012	         1.5498E+012	         8.7001E+011	         5.6925E+000
