Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=0_#021.dat
Data.................: 10/02/2005
Hora.................: 09:40:26
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.3494E-005	         1.4775E-005	         8.4791E-005	         2.7036E-007	         2.9170E-007	         2.2303E-007	         1.9004E+002
 2	         1.6180E-004	         7.6528E-006	         1.6468E-004	         1.2934E-004	         3.3461E-005	         1.8635E-005	         1.3540E+000
 3	         3.0258E-002	        -5.8278E-001	         5.8359E-001	         2.8144E-002	         5.3201E-001	         2.2644E-003	         1.5099E+002
 4	         4.9334E+000	         7.1566E+000	         8.6954E+000	         4.7824E+000	         6.9352E+000	         2.5935E-001	         1.3855E+001
 5	         2.0348E+002	         5.0065E+002	         5.4180E+002	         2.0996E+002	         5.0190E+002	         4.5441E+001	         1.9358E+002
 6	         1.8493E+003	         1.3008E+004	         1.3460E+004	         3.4323E+003	         1.4031E+004	         4.2589E+003	         1.3651E+001
 7	        -4.9092E+005	        -5.7757E+004	         8.9695E+005	         8.7838E+005	         5.4583E+005	         3.2783E+005	         9.5858E-001
 8	        -9.2742E+006	        -2.1143E+007	         5.2228E+007	         5.1484E+007	         3.0613E+007	         1.6164E+007	         1.8829E+002
 9	         1.0119E+009	        -5.5083E+009	         7.4616E+009	         4.4844E+009	         6.9738E+009	         1.8725E+009	         1.7116E+002
10	        -2.8138E+011	        -4.5166E+011	         1.4121E+012	         1.3150E+012	         9.9694E+011	         5.1578E+011	         1.8581E+002
