Curva de Excitacao - Bobina Girante

Arquivo..............: C:\Arq\Wiggler\Medidas Wiggler - Corretoras\Bobina Tungstenio\Gap52\Map2\Translado52_X=-20_#001.dat
Data.................: 10/02/2005
Hora.................: 09:05:06
Ganho................: 20
N. de Coletas........: 1
N. de Voltas.........: 10
Intervalo de Análise.: 4 - 8
Temp1	Temp2	Temp3	Temp4	Temp5	Temp6	Temp7	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	
N	L.Nn	L.Sn	L.Bn(T/m^n-2)	Erro_Nn(T/m^n-2)	Erro_Sn(T/m^n-2)	Erro(T/m^n-2)	Ângulo()

 1	         8.2641E-005	        -2.2188E-004	         2.3677E-004	         4.0772E-007	         2.6821E-007	         3.6250E-007	         1.1043E+002
 2	        -1.5343E-003	         2.2109E-002	         2.2162E-002	         1.2135E-003	         1.7479E-002	         5.5850E-005	         1.3698E+002
 3	         2.7775E-001	        -3.6562E-001	         4.5917E-001	         2.5361E-001	         3.3378E-001	         4.6539E-003	         1.6241E+002
 4	        -1.6836E+001	        -1.8914E+001	         2.5323E+001	         1.6308E+001	         1.8315E+001	         4.4123E-001	         1.9208E+002
 5	         2.5022E+002	         8.1496E+002	         8.5263E+002	         2.5040E+002	         8.1726E+002	         5.9840E+001	         1.9459E+002
 6	         1.8895E+004	        -6.2929E+003	         2.1342E+004	         2.0349E+004	         1.0595E+004	         6.2925E+003	         3.5693E+002
 7	        -1.6912E+006	        -6.9284E+005	         2.0597E+006	         1.8388E+006	         1.2910E+006	         5.8418E+005	         3.1826E+000
 8	         3.8447E+007	        -1.0135E+007	         1.0913E+008	         1.0517E+008	         8.4002E+007	         5.8972E+007	         3.5815E+002
 9	        -6.6884E+009	         1.7471E+009	         1.4922E+010	         1.4282E+010	         1.2983E+010	         1.0042E+010	         3.5837E+002
10	         4.0230E+011	        -4.9914E+011	         1.6950E+012	         2.0059E+012	         1.1095E+012	         1.3095E+012	         3.5489E+002
